codigo,producto,descripcion,marca,categoria,subcategoria,unidad_medida,precio,precio_mayoreo,precio_menudeo
FER-00039,Llaves Black & Decker Único 39,Producto único número 39,Black & Decker,Herramientas Manuales,Llaves,Litro,3459.86,2940.88,3978.84
MAP-00040,Cementos Cemex Único 40,Producto único número 40,Cemex,Materiales Básicos,Cementos,Caja,4325.65,3676.8,4974.5
MAP-00041,Blocks Cemex Único 41,Producto único número 41,Cemex,Materiales Básicos,Blocks,Pieza,4008.18,3406.95,4609.41
MAP-00042,Grava Holcim Único 42,Producto único número 42,Holcim,Agregados,Grava,Barra,3900.41,3315.35,4485.47
FER-00043,Bisagras Stanley Único 43,Producto único número 43,Stanley,Ferretería,Bisagras,Saco,2040.37,1734.31,2346.43
FER-00044,Amoladoras Makita Único 44,Producto único número 44,Makita,Herramientas Eléctricas,Amoladoras,Kg,1584.02,1346.42,1821.62
MAP-00045,Tepetate Ternium Único 45,Producto único número 45,Ternium,Agregados,Tepetate,m2,3238.39,2752.63,3724.15
MAP-00046,Blocks Cruz Azul Único 46,Producto único número 46,Cruz Azul,Materiales Básicos,Blocks,m3,3606.1,3065.18,4147.01
FLP-00047,PTR AHMSA Único 47,Producto único número 47,AHMSA,Perfiles,PTR,Barra,268.71,228.4,309.02
FER-00048,Clavos Black & Decker Único 48,Producto único número 48,Black & Decker,Ferretería,Clavos,Saco,322.47,274.1,370.84
FER-00049,Martillos Stanley Único 49,Producto único número 49,Stanley,Herramientas Manuales,Martillos,Saco,4485.87,3812.99,5158.75
FLP-00050,Galvanizadas ArcelorMittal Único 50,Producto único número 50,ArcelorMittal,Láminas,Galvanizadas,Pieza,1598.97,1359.12,1838.82
FLP-00051,Soleras Ternium Único 51,Producto único número 51,Ternium,Perfiles,Soleras,Saco,4288.94,3645.6,4932.28
FER-00052,Lijadoras Bosch Único 52,Producto único número 52,Bosch,Herramientas Eléctricas,Lijadoras,m2,1698.53,1443.75,1953.31
FLP-00053,Galvanizadas Nucor Único 53,Producto único número 53,Nucor,Láminas,Galvanizadas,Pieza,4556.94,3873.4,5240.48
FER-00054,Clavos Black & Decker Único 54,Producto único número 54,Black & Decker,Ferretería,Clavos,Kg,4106.13,3490.21,4722.05
FLP-00055,Ángulos Ternium Único 55,Producto único número 55,Ternium,Acero Estructural,Ángulos,Caja,1355.84,1152.46,1559.22
FLP-00056,PTR ArcelorMittal Único 56,Producto único número 56,ArcelorMittal,Perfiles,PTR,Barra,104.57,88.88,120.26
FLP-00057,Columnas Ternium Único 57,Producto único número 57,Ternium,Acero Estructural,Columnas,Caja,4697.24,3992.65,5401.83
MAP-00058,Grava Holcim Único 58,Producto único número 58,Holcim,Agregados,Grava,m3,1280.62,1088.53,1472.71
FLP-00059,PTR ArcelorMittal Único 59,Producto único número 59,ArcelorMittal,Perfiles,PTR,Caja,313.97,266.87,361.07
FLP-00060,Vigas AHMSA Único 60,Producto único número 60,AHMSA,Acero Estructural,Vigas,Kg,4409.16,3747.79,5070.53
FER-00061,Martillos DeWalt Único 61,Producto único número 61,DeWalt,Herramientas Manuales,Martillos,Kg,3951.32,3358.62,4544.02
FLP-00062,Columnas AHMSA Único 62,Producto único número 62,AHMSA,Acero Estructural,Columnas,Pieza,2371.38,2015.67,2727.09
FER-00063,Martillos Makita Único 63,Producto único número 63,Makita,Herramientas Manuales,Martillos,Metro,593.37,504.36,682.38
FLP-00064,Vigas Altos Hornos Único 64,Producto único número 64,Altos Hornos,Acero Estructural,Vigas,Kg,3894.9,3310.66,4479.13
FLP-00065,Canales Altos Hornos Único 65,Producto único número 65,Altos Hornos,Perfiles,Canales,Galón,4252.6,3614.71,4890.49
FER-00066,Sierras Stanley Único 66,Producto único número 66,Stanley,Herramientas Eléctricas,Sierras,Caja,1969.0,1673.65,2264.35
FLP-00067,Columnas Altos Hornos Único 67,Producto único número 67,Altos Hornos,Acero Estructural,Columnas,Caja,4257.2,3618.62,4895.78
MAP-00068,Tepetate Cemex Único 68,Producto único número 68,Cemex,Agregados,Tepetate,Pieza,930.4,790.84,1069.96
MAP-00069,Pintura Cruz Azul Único 69,Producto único número 69,Cruz Azul,Acabados,Pintura,m3,3999.55,3399.62,4599.48
MAP-00070,Pintura Holcim Único 70,Producto único número 70,Holcim,Acabados,Pintura,Pieza,3525.06,2996.3,4053.82
FER-00071,Martillos Makita Único 71,Producto único número 71,Makita,Herramientas Manuales,Martillos,Saco,3074.71,2613.5,3535.92
FLP-00072,Soleras Nucor Único 72,Producto único número 72,Nucor,Perfiles,Soleras,Caja,3528.6,2999.31,4057.89
MAP-00073,Grava Ternium Único 73,Producto único número 73,Ternium,Agregados,Grava,Caja,1235.54,1050.21,1420.87
MAP-00074,Blocks Ternium Único 74,Producto único número 74,Ternium,Materiales Básicos,Blocks,Metro,2986.62,2538.63,3434.61
MAP-00075,Varillas Holcim Único 75,Producto único número 75,Holcim,Materiales Básicos,Varillas,Metro,4848.56,4121.28,5575.84
FLP-00076,Negras Nucor Único 76,Producto único número 76,Nucor,Láminas,Negras,Kg,2019.05,1716.19,2321.91
MAP-00077,Pintura Cruz Azul Único 77,Producto único número 77,Cruz Azul,Acabados,Pintura,Kg,4418.29,3755.55,5081.03
FER-00078,Desarmadores DeWalt Único 78,Producto único número 78,DeWalt,Herramientas Manuales,Desarmadores,m3,4445.92,3779.03,5112.81
FER-00079,Amoladoras Bosch Único 79,Producto único número 79,Bosch,Herramientas Eléctricas,Amoladoras,Galón,2942.83,2501.41,3384.25
MAP-00080,Pintura Cruz Azul Único 80,Producto único número 80,Cruz Azul,Acabados,Pintura,Kg,3631.91,3087.12,4176.7
FLP-00081,PTR AHMSA Único 81,Producto único número 81,AHMSA,Perfiles,PTR,m3,1841.88,1565.6,2118.16
FLP-00082,PTR Ternium Único 82,Producto único número 82,Ternium,Perfiles,PTR,Galón,1711.17,1454.49,1967.85
FLP-00083,Acanaladas Altos Hornos Único 83,Producto único número 83,Altos Hornos,Láminas,Acanaladas,Kg,436.83,371.31,502.35
FLP-00084,Acanaladas AHMSA Único 84,Producto único número 84,AHMSA,Láminas,Acanaladas,Pieza,251.23,213.55,288.91
FLP-00085,PTR AHMSA Único 85,Producto único número 85,AHMSA,Perfiles,PTR,Barra,4790.29,4071.75,5508.83
FER-00086,Desarmadores Black & Decker Único 86,Producto único número 86,Black & Decker,Herramientas Manuales,Desarmadores,Galón,2693.67,2289.62,3097.72
FER-00087,Lijadoras DeWalt Único 87,Producto único número 87,DeWalt,Herramientas Eléctricas,Lijadoras,Litro,2700.2,2295.17,3105.23
FER-00088,Desarmadores Stanley Único 88,Producto único número 88,Stanley,Herramientas Manuales,Desarmadores,Saco,3638.46,3092.69,4184.23
FLP-00089,Negras Altos Hornos Único 89,Producto único número 89,Altos Hornos,Láminas,Negras,m3,2928.72,2489.41,3368.03
FLP-00090,Ángulos Ternium Único 90,Producto único número 90,Ternium,Acero Estructural,Ángulos,Caja,2044.55,1737.87,2351.23
FER-00091,Tornillos DeWalt Único 91,Producto único número 91,DeWalt,Ferretería,Tornillos,Galón,2994.5,2545.32,3443.67
FLP-00092,Negras ArcelorMittal Único 92,Producto único número 92,ArcelorMittal,Láminas,Negras,Metro,1382.99,1175.54,1590.44
FLP-00093,Ángulos AHMSA Único 93,Producto único número 93,AHMSA,Acero Estructural,Ángulos,Barra,1519.41,1291.5,1747.32
FLP-00094,Negras AHMSA Único 94,Producto único número 94,AHMSA,Láminas,Negras,Litro,1892.53,1608.65,2176.41
MAP-00001,Producto Duplicado 1,Descripción duplicada,Cruz Azul,Materiales Básicos,Cementos,Saco,185.5,157.68,213.33
MAP-00001,Producto Duplicado 2,Descripción duplicada,Cruz Azul,Materiales Básicos,Cementos,Saco,185.5,157.68,213.33
MAP-00001,Producto Duplicado 3,Descripción duplicada,Cruz Azul,Materiales Básicos,Cementos,Saco,185.5,157.68,213.33
MAP-00001,Producto Duplicado 4,Descripción duplicada,Cruz Azul,Materiales Básicos,Cementos,Saco,185.5,157.68,213.33
MAP-00001,Producto Duplicado 5,Descripción duplicada,Cruz Azul,Materiales Básicos,Cementos,Saco,185.5,157.68,213.33
