codigo,producto,descripcion,marca,categoria,subcategoria,unidad_medida,precio,precio_mayoreo,precio_menudeo
FER-00018,Amoladoras Makita Modelo 18,Producto de alta calidad de la marca Makita para uso en herramientas eléctricas,Makita,Herramientas Eléctricas,Amoladoras,Caja,3946.53,3395.23,4220.6
FER-00019,Bisagras Makita Modelo 19,Producto de alta calidad de la marca Makita para uso en ferretería,Makita,Ferretería,Bisagras,Litro,1923.56,1459.23,2383.57
FER-00020,Llaves Makita Modelo 20,Producto de alta calidad de la marca Makita para uso en herramientas manuales,Makita,Herramientas Manuales,Llaves,Galón,3655.82,3018.43,4167.05
FER-00021,Desarmadores Stanley Modelo 21,Producto de alta calidad de la marca Stanley para uso en herramientas manuales,Stanley,Herramientas Manuales,Desarmadores,m2,4070.48,3553.35,4988.27
FER-00022,Sierras Stanley Modelo 22,Producto de alta calidad de la marca Stanley para uso en herramientas eléctricas,Stanley,Herramientas Eléctricas,Sierras,Kg,6647.99,5417.96,8167.2
FER-00023,Bisagras DeWalt Modelo 23,Producto de alta calidad de la marca DeWalt para uso en ferretería,DeWalt,Ferretería,Bisagras,m3,1550.6,1245.39,1821.92
FER-00024,Amoladoras Makita Modelo 24,Producto de alta calidad de la marca Makita para uso en herramientas eléctricas,Makita,Herramientas Eléctricas,Amoladoras,Kg,5753.54,4438.78,7084.72
FER-00025,Bisagras DeWalt Modelo 25,Producto de alta calidad de la marca DeWalt para uso en ferretería,DeWalt,Ferretería,Bisagras,m3,5490.98,4669.14,6640.78
FER-00026,Bisagras Black & Decker Modelo 26,Producto de alta calidad de la marca Black & Decker para uso en ferretería,Black & Decker,Ferretería,Bisagras,Caja,3679.08,3047.29,3868.59
FER-00027,Llaves DeWalt Modelo 27,Producto de alta calidad de la marca DeWalt para uso en herramientas manuales,DeWalt,Herramientas Manuales,Llaves,Litro,3583.59,3145.87,4453.58
FER-00028,Bisagras Bosch Modelo 28,Producto de alta calidad de la marca Bosch para uso en ferretería,Bosch,Ferretería,Bisagras,Pieza,2849.42,2238.24,3352.01
FER-00029,Desarmadores Stanley Modelo 29,Producto de alta calidad de la marca Stanley para uso en herramientas manuales,Stanley,Herramientas Manuales,Desarmadores,m3,1444.15,1133.58,1565.29
FER-00030,Bisagras Bosch Modelo 30,Producto de alta calidad de la marca Bosch para uso en ferretería,Bosch,Ferretería,Bisagras,Kg,5595.41,4340.54,6632.11
FER-00031,Taladros Makita Modelo 31,Producto de alta calidad de la marca Makita para uso en herramientas eléctricas,Makita,Herramientas Eléctricas,Taladros,Galón,2901.51,2245.03,3381.39
FER-00032,Martillos Black & Decker Modelo 32,Producto de alta calidad de la marca Black & Decker para uso en herramientas manuales,Black & Decker,Herramientas Manuales,Martillos,m3,4790.46,4038.4,5867.45
FER-00033,Llaves Stanley Modelo 33,Producto de alta calidad de la marca Stanley para uso en herramientas manuales,Stanley,Herramientas Manuales,Llaves,Saco,2884.75,2544.76,3598.98
FER-00034,Clavos Black & Decker Modelo 34,Producto de alta calidad de la marca Black & Decker para uso en ferretería,Black & Decker,Ferretería,Clavos,Litro,2615.41,2316.46,3209.64
FER-00035,Martillos Black & Decker Modelo 35,Producto de alta calidad de la marca Black & Decker para uso en herramientas manuales,Black & Decker,Herramientas Manuales,Martillos,Barra,3428.27,2880.9,3826.99
FER-00036,Taladros Black & Decker Modelo 36,Producto de alta calidad de la marca Black & Decker para uso en herramientas eléctricas,Black & Decker,Herramientas Eléctricas,Taladros,m3,3617.02,2880.67,4155.09
FER-00037,Amoladoras Makita Modelo 37,Producto de alta calidad de la marca Makita para uso en herramientas eléctricas,Makita,Herramientas Eléctricas,Amoladoras,Pieza,2958.79,2548.11,3160.92
FER-00038,Desarmadores Black & Decker Modelo 38,Producto de alta calidad de la marca Black & Decker para uso en herramientas manuales,Black & Decker,Herramientas Manuales,Desarmadores,m3,5790.54,4648.29,6723.91
FER-00039,Llaves Black & Decker Modelo 39,Producto de alta calidad de la marca Black & Decker para uso en herramientas manuales,Black & Decker,Herramientas Manuales,Llaves,Galón,1091.84,850.77,1279.87
FER-00040,Llaves Bosch Modelo 40,Producto de alta calidad de la marca Bosch para uso en herramientas manuales,Bosch,Herramientas Manuales,Llaves,m3,2571.38,1933.62,3134.8
FER-00041,Llaves Bosch Modelo 41,Producto de alta calidad de la marca Bosch para uso en herramientas manuales,Bosch,Herramientas Manuales,Llaves,Metro,3974.68,3563.89,4413.2
FER-00042,Tornillos DeWalt Modelo 42,Producto de alta calidad de la marca DeWalt para uso en ferretería,DeWalt,Ferretería,Tornillos,Litro,925.01,768.52,1079.55
FER-00043,Bisagras Black & Decker Modelo 43,Producto de alta calidad de la marca Black & Decker para uso en ferretería,Black & Decker,Ferretería,Bisagras,Pieza,5279.62,4355.32,6056.95
FER-00044,Tornillos Makita Modelo 44,Producto de alta calidad de la marca Makita para uso en ferretería,Makita,Ferretería,Tornillos,m2,7526.78,6267.35,9224.89
FER-00045,Desarmadores Stanley Modelo 45,Producto de alta calidad de la marca Stanley para uso en herramientas manuales,Stanley,Herramientas Manuales,Desarmadores,m2,4984.47,4004.2,5461.66
FER-00046,Sierras Makita Modelo 46,Producto de alta calidad de la marca Makita para uso en herramientas eléctricas,Makita,Herramientas Eléctricas,Sierras,m2,631.03,559.43,701.6
FER-00047,Lijadoras Black & Decker Modelo 47,Producto de alta calidad de la marca Black & Decker para uso en herramientas eléctricas,Black & Decker,Herramientas Eléctricas,Lijadoras,Caja,1099.42,984.93,1261.16
FER-00048,Llaves DeWalt Modelo 48,Producto de alta calidad de la marca DeWalt para uso en herramientas manuales,DeWalt,Herramientas Manuales,Llaves,Metro,6445.15,5567.97,8034.26
FER-00049,Clavos Stanley Modelo 49,Producto de alta calidad de la marca Stanley para uso en ferretería,Stanley,Ferretería,Clavos,Galón,1387.32,1090.67,1658.66
FER-00050,Bisagras Bosch Modelo 50,Producto de alta calidad de la marca Bosch para uso en ferretería,Bosch,Ferretería,Bisagras,Metro,3419.14,2960.56,3676.87
FER-00051,Llaves Stanley Modelo 51,Producto de alta calidad de la marca Stanley para uso en herramientas manuales,Stanley,Herramientas Manuales,Llaves,Saco,6008.4,5009.85,6398.46
FER-00052,Lijadoras Makita Modelo 52,Producto de alta calidad de la marca Makita para uso en herramientas eléctricas,Makita,Herramientas Eléctricas,Lijadoras,Caja,3739.68,3255.95,4645.12
FER-00053,Clavos Bosch Modelo 53,Producto de alta calidad de la marca Bosch para uso en ferretería,Bosch,Ferretería,Clavos,Barra,3606.01,3000.13,4506.48
FER-00054,Martillos Makita Modelo 54,Producto de alta calidad de la marca Makita para uso en herramientas manuales,Makita,Herramientas Manuales,Martillos,Saco,779.82,611.5,898.59
FER-00055,Clavos DeWalt Modelo 55,Producto de alta calidad de la marca DeWalt para uso en ferretería,DeWalt,Ferretería,Clavos,Barra,1497.85,1251.57,1633.07
FER-00056,Clavos Stanley Modelo 56,Producto de alta calidad de la marca Stanley para uso en ferretería,Stanley,Ferretería,Clavos,m2,5470.53,4283.14,6134.92
FER-00057,Clavos Stanley Modelo 57,Producto de alta calidad de la marca Stanley para uso en ferretería,Stanley,Ferretería,Clavos,Kg,4023.12,3234.53,4483.26
FER-00058,Martillos DeWalt Modelo 58,Producto de alta calidad de la marca DeWalt para uso en herramientas manuales,DeWalt,Herramientas Manuales,Martillos,m3,3275.34,2631.38,3745.33
FER-00059,Taladros Makita Modelo 59,Producto de alta calidad de la marca Makita para uso en herramientas eléctricas,Makita,Herramientas Eléctricas,Taladros,m3,4739.23,3859.99,5193.29
FER-00060,Bisagras Bosch Modelo 60,Producto de alta calidad de la marca Bosch para uso en ferretería,Bosch,Ferretería,Bisagras,Galón,7991.35,6424.0,9415.87
FER-00061,Lijadoras Bosch Modelo 61,Producto de alta calidad de la marca Bosch para uso en herramientas eléctricas,Bosch,Herramientas Eléctricas,Lijadoras,m2,4276.7,3573.25,5181.25
FER-00062,Llaves Makita Modelo 62,Producto de alta calidad de la marca Makita para uso en herramientas manuales,Makita,Herramientas Manuales,Llaves,Saco,1943.82,1619.04,2052.02
FER-00063,Clavos Makita Modelo 63,Producto de alta calidad de la marca Makita para uso en ferretería,Makita,Ferretería,Clavos,Kg,7126.94,5620.95,8218.54
FER-00064,Tornillos Bosch Modelo 64,Producto de alta calidad de la marca Bosch para uso en ferretería,Bosch,Ferretería,Tornillos,Litro,7484.11,6265.75,9311.98
FER-00065,Sierras Makita Modelo 65,Producto de alta calidad de la marca Makita para uso en herramientas eléctricas,Makita,Herramientas Eléctricas,Sierras,m2,6749.62,5151.4,8141.32
FER-00066,Sierras Bosch Modelo 66,Producto de alta calidad de la marca Bosch para uso en herramientas eléctricas,Bosch,Herramientas Eléctricas,Sierras,Galón,5103.24,4140.87,5382.28
FER-00067,Clavos Black & Decker Modelo 67,Producto de alta calidad de la marca Black & Decker para uso en ferretería,Black & Decker,Ferretería,Clavos,Kg,3386.01,3021.12,3678.08
FER-00068,Sierras DeWalt Modelo 68,Producto de alta calidad de la marca DeWalt para uso en herramientas eléctricas,DeWalt,Herramientas Eléctricas,Sierras,m2,6811.95,6129.5,7682.37
FER-00069,Desarmadores Black & Decker Modelo 69,Producto de alta calidad de la marca Black & Decker para uso en herramientas manuales,Black & Decker,Herramientas Manuales,Desarmadores,Barra,5593.53,4920.18,6549.97
FER-00070,Desarmadores Stanley Modelo 70,Producto de alta calidad de la marca Stanley para uso en herramientas manuales,Stanley,Herramientas Manuales,Desarmadores,Pieza,2767.59,2388.11,3030.42
FER-00071,Taladros DeWalt Modelo 71,Producto de alta calidad de la marca DeWalt para uso en herramientas eléctricas,DeWalt,Herramientas Eléctricas,Taladros,Kg,3202.57,2760.93,3960.01
FER-00072,Martillos Black & Decker Modelo 72,Producto de alta calidad de la marca Black & Decker para uso en herramientas manuales,Black & Decker,Herramientas Manuales,Martillos,Metro,3668.62,2789.09,4215.38
FER-00073,Sierras Makita Modelo 73,Producto de alta calidad de la marca Makita para uso en herramientas eléctricas,Makita,Herramientas Eléctricas,Sierras,m3,114.16,86.97,128.19
FER-00074,Taladros DeWalt Modelo 74,Producto de alta calidad de la marca DeWalt para uso en herramientas eléctricas,DeWalt,Herramientas Eléctricas,Taladros,Litro,7866.17,6439.39,8704.6
FER-00075,Lijadoras Bosch Modelo 75,Producto de alta calidad de la marca Bosch para uso en herramientas eléctricas,Bosch,Herramientas Eléctricas,Lijadoras,m2,4828.83,3784.87,5646.32
FER-00076,Lijadoras Stanley Modelo 76,Producto de alta calidad de la marca Stanley para uso en herramientas eléctricas,Stanley,Herramientas Eléctricas,Lijadoras,m3,6408.68,4960.85,7327.57
FER-00077,Llaves DeWalt Modelo 77,Producto de alta calidad de la marca DeWalt para uso en herramientas manuales,DeWalt,Herramientas Manuales,Llaves,m3,4390.19,3713.14,5394.43
FER-00078,Sierras Makita Modelo 78,Producto de alta calidad de la marca Makita para uso en herramientas eléctricas,Makita,Herramientas Eléctricas,Sierras,Barra,2765.35,2151.71,3393.25
FER-00079,Llaves DeWalt Modelo 79,Producto de alta calidad de la marca DeWalt para uso en herramientas manuales,DeWalt,Herramientas Manuales,Llaves,Barra,2142.4,1833.34,2521.99
FER-00080,Bisagras Bosch Modelo 80,Producto de alta calidad de la marca Bosch para uso en ferretería,Bosch,Ferretería,Bisagras,m3,2510.17,2234.01,2943.01
FER-00081,Tornillos Stanley Modelo 81,Producto de alta calidad de la marca Stanley para uso en ferretería,Stanley,Ferretería,Tornillos,Pieza,3598.62,3100.83,4197.5
FER-00082,Clavos Makita Modelo 82,Producto de alta calidad de la marca Makita para uso en ferretería,Makita,Ferretería,Clavos,Galón,5326.18,4606.18,6392.47
FER-00083,Taladros Bosch Modelo 83,Producto de alta calidad de la marca Bosch para uso en herramientas eléctricas,Bosch,Herramientas Eléctricas,Taladros,Litro,7742.79,6738.44,8785.21
FER-00084,Desarmadores DeWalt Modelo 84,Producto de alta calidad de la marca DeWalt para uso en herramientas manuales,DeWalt,Herramientas Manuales,Desarmadores,Saco,3886.85,2947.34,4474.87
FER-00085,Bisagras Black & Decker Modelo 85,Producto de alta calidad de la marca Black & Decker para uso en ferretería,Black & Decker,Ferretería,Bisagras,m2,5138.9,4315.38,5728.38
FER-00086,Lijadoras Makita Modelo 86,Producto de alta calidad de la marca Makita para uso en herramientas eléctricas,Makita,Herramientas Eléctricas,Lijadoras,m2,3335.94,2604.92,3567.4
FER-00087,Llaves Bosch Modelo 87,Producto de alta calidad de la marca Bosch para uso en herramientas manuales,Bosch,Herramientas Manuales,Llaves,Pieza,7443.4,6258.75,8618.54
FER-00088,Clavos Black & Decker Modelo 88,Producto de alta calidad de la marca Black & Decker para uso en ferretería,Black & Decker,Ferretería,Clavos,Galón,1938.15,1487.67,2067.94
FER-00089,Llaves DeWalt Modelo 89,Producto de alta calidad de la marca DeWalt para uso en herramientas manuales,DeWalt,Herramientas Manuales,Llaves,Caja,4174.45,3293.06,5212.34
FER-00090,Clavos Black & Decker Modelo 90,Producto de alta calidad de la marca Black & Decker para uso en ferretería,Black & Decker,Ferretería,Clavos,Saco,6211.82,4819.32,6877.26
FER-00091,Taladros Stanley Modelo 91,Producto de alta calidad de la marca Stanley para uso en herramientas eléctricas,Stanley,Herramientas Eléctricas,Taladros,Caja,7649.21,6582.6,8092.32
FER-00092,Taladros Stanley Modelo 92,Producto de alta calidad de la marca Stanley para uso en herramientas eléctricas,Stanley,Herramientas Eléctricas,Taladros,Barra,2326.95,2084.91,2783.19
FER-00093,Lijadoras Black & Decker Modelo 93,Producto de alta calidad de la marca Black & Decker para uso en herramientas eléctricas,Black & Decker,Herramientas Eléctricas,Lijadoras,m2,567.21,471.4,687.79
FER-00094,Lijadoras Makita Modelo 94,Producto de alta calidad de la marca Makita para uso en herramientas eléctricas,Makita,Herramientas Eléctricas,Lijadoras,Saco,2687.37,2044.76,2976.96
FER-00095,Llaves Black & Decker Modelo 95,Producto de alta calidad de la marca Black & Decker para uso en herramientas manuales,Black & Decker,Herramientas Manuales,Llaves,Caja,6354.54,5340.3,6932.52
FER-00096,Clavos Makita Modelo 96,Producto de alta calidad de la marca Makita para uso en ferretería,Makita,Ferretería,Clavos,Metro,6798.06,5487.93,7198.44
FER-00097,Martillos Stanley Modelo 97,Producto de alta calidad de la marca Stanley para uso en herramientas manuales,Stanley,Herramientas Manuales,Martillos,Barra,253.32,214.66,305.36
FER-00098,Desarmadores Black & Decker Modelo 98,Producto de alta calidad de la marca Black & Decker para uso en herramientas manuales,Black & Decker,Herramientas Manuales,Desarmadores,m3,5241.07,4486.9,6455.44
FER-00099,Martillos Makita Modelo 99,Producto de alta calidad de la marca Makita para uso en herramientas manuales,Makita,Herramientas Manuales,Martillos,Barra,5455.94,4909.68,6009.02
FER-00100,Tornillos Makita Modelo 100,Producto de alta calidad de la marca Makita para uso en ferretería,Makita,Ferretería,Tornillos,Saco,3544.48,3104.79,4233.56
FER-00101,Martillos Black & Decker Modelo 101,Producto de alta calidad de la marca Black & Decker para uso en herramientas manuales,Black & Decker,Herramientas Manuales,Martillos,Galón,4819.51,3919.61,5954.08
FER-00102,Lijadoras DeWalt Modelo 102,Producto de alta calidad de la marca DeWalt para uso en herramientas eléctricas,DeWalt,Herramientas Eléctricas,Lijadoras,Litro,7636.57,6737.88,9120.6
FER-00103,Lijadoras DeWalt Modelo 103,Producto de alta calidad de la marca DeWalt para uso en herramientas eléctricas,DeWalt,Herramientas Eléctricas,Lijadoras,Litro,4175.91,3251.01,4415.63
FER-00104,Lijadoras Stanley Modelo 104,Producto de alta calidad de la marca Stanley para uso en herramientas eléctricas,Stanley,Herramientas Eléctricas,Lijadoras,Saco,7255.43,6060.23,8351.26
FER-00105,Clavos Stanley Modelo 105,Producto de alta calidad de la marca Stanley para uso en ferretería,Stanley,Ferretería,Clavos,Barra,1608.41,1409.61,1689.98
FER-00106,Tornillos Makita Modelo 106,Producto de alta calidad de la marca Makita para uso en ferretería,Makita,Ferretería,Tornillos,Pieza,7226.84,6437.09,8964.97
FER-00107,Martillos Bosch Modelo 107,Producto de alta calidad de la marca Bosch para uso en herramientas manuales,Bosch,Herramientas Manuales,Martillos,Caja,7879.61,7056.44,8417.16
FER-00108,Taladros Makita Modelo 108,Producto de alta calidad de la marca Makita para uso en herramientas eléctricas,Makita,Herramientas Eléctricas,Taladros,Pieza,4062.78,3609.56,4863.69
FER-00109,Amoladoras Bosch Modelo 109,Producto de alta calidad de la marca Bosch para uso en herramientas eléctricas,Bosch,Herramientas Eléctricas,Amoladoras,Litro,4523.36,3958.96,4789.58
FER-00110,Martillos Stanley Modelo 110,Producto de alta calidad de la marca Stanley para uso en herramientas manuales,Stanley,Herramientas Manuales,Martillos,Litro,2670.92,2261.27,2836.92
FER-00111,Taladros DeWalt Modelo 111,Producto de alta calidad de la marca DeWalt para uso en herramientas eléctricas,DeWalt,Herramientas Eléctricas,Taladros,Pieza,5729.06,4472.23,6635.42
FER-00112,Martillos Makita Modelo 112,Producto de alta calidad de la marca Makita para uso en herramientas manuales,Makita,Herramientas Manuales,Martillos,Pieza,5027.11,4095.31,5797.18
FER-00113,Desarmadores Stanley Modelo 113,Producto de alta calidad de la marca Stanley para uso en herramientas manuales,Stanley,Herramientas Manuales,Desarmadores,m2,7191.3,5924.95,8058.16
FER-00114,Bisagras Black & Decker Modelo 114,Producto de alta calidad de la marca Black & Decker para uso en ferretería,Black & Decker,Ferretería,Bisagras,m2,7980.35,6530.9,8386.7
FER-00115,Bisagras DeWalt Modelo 115,Producto de alta calidad de la marca DeWalt para uso en ferretería,DeWalt,Ferretería,Bisagras,Litro,5550.52,4466.49,6156.38
FER-00116,Martillos Makita Modelo 116,Producto de alta calidad de la marca Makita para uso en herramientas manuales,Makita,Herramientas Manuales,Martillos,Galón,1473.39,1253.5,1796.14
FER-00117,Desarmadores Black & Decker Modelo 117,Producto de alta calidad de la marca Black & Decker para uso en herramientas manuales,Black & Decker,Herramientas Manuales,Desarmadores,Metro,2750.24,2259.16,3139.27
FER-00118,Taladros Makita Modelo 118,Producto de alta calidad de la marca Makita para uso en herramientas eléctricas,Makita,Herramientas Eléctricas,Taladros,Caja,7111.39,5888.25,7811.38
FER-00119,Sierras DeWalt Modelo 119,Producto de alta calidad de la marca DeWalt para uso en herramientas eléctricas,DeWalt,Herramientas Eléctricas,Sierras,m3,5052.48,4181.43,5949.47
FER-00120,Desarmadores Black & Decker Modelo 120,Producto de alta calidad de la marca Black & Decker para uso en herramientas manuales,Black & Decker,Herramientas Manuales,Desarmadores,Metro,5546.38,4383.55,6414.84
FER-00121,Martillos Stanley Modelo 121,Producto de alta calidad de la marca Stanley para uso en herramientas manuales,Stanley,Herramientas Manuales,Martillos,Litro,7053.26,5427.6,8294.02
FER-00122,Bisagras Bosch Modelo 122,Producto de alta calidad de la marca Bosch para uso en ferretería,Bosch,Ferretería,Bisagras,m3,3956.96,3017.73,4788.21
FER-00123,Taladros Makita Modelo 123,Producto de alta calidad de la marca Makita para uso en herramientas eléctricas,Makita,Herramientas Eléctricas,Taladros,m2,6639.09,5970.3,6986.88
FER-00124,Martillos Stanley Modelo 124,Producto de alta calidad de la marca Stanley para uso en herramientas manuales,Stanley,Herramientas Manuales,Martillos,Kg,351.0,290.65,420.52
FER-00125,Amoladoras Black & Decker Modelo 125,Producto de alta calidad de la marca Black & Decker para uso en herramientas eléctricas,Black & Decker,Herramientas Eléctricas,Amoladoras,Saco,5226.57,4545.28,5629.84
FER-00126,Desarmadores Black & Decker Modelo 126,Producto de alta calidad de la marca Black & Decker para uso en herramientas manuales,Black & Decker,Herramientas Manuales,Desarmadores,Caja,3302.9,2690.98,3637.91
FER-00127,Bisagras DeWalt Modelo 127,Producto de alta calidad de la marca DeWalt para uso en ferretería,DeWalt,Ferretería,Bisagras,Litro,168.55,148.06,190.41
FER-00128,Martillos DeWalt Modelo 128,Producto de alta calidad de la marca DeWalt para uso en herramientas manuales,DeWalt,Herramientas Manuales,Martillos,m3,811.21,696.89,913.17
FER-00129,Llaves Black & Decker Modelo 129,Producto de alta calidad de la marca Black & Decker para uso en herramientas manuales,Black & Decker,Herramientas Manuales,Llaves,Litro,4258.41,3509.39,4905.33
FER-00130,Clavos DeWalt Modelo 130,Producto de alta calidad de la marca DeWalt para uso en ferretería,DeWalt,Ferretería,Clavos,Barra,6837.21,5793.4,8262.82
FER-00131,Taladros Makita Modelo 131,Producto de alta calidad de la marca Makita para uso en herramientas eléctricas,Makita,Herramientas Eléctricas,Taladros,Litro,1880.18,1587.89,2299.86
FER-00132,Tornillos Stanley Modelo 132,Producto de alta calidad de la marca Stanley para uso en ferretería,Stanley,Ferretería,Tornillos,m3,7198.72,6139.84,8804.88
FER-00133,Sierras Bosch Modelo 133,Producto de alta calidad de la marca Bosch para uso en herramientas eléctricas,Bosch,Herramientas Eléctricas,Sierras,Saco,1115.52,840.78,1349.39
FER-00134,Clavos Bosch Modelo 134,Producto de alta calidad de la marca Bosch para uso en ferretería,Bosch,Ferretería,Clavos,Galón,6071.91,5385.2,6502.9
FER-00135,Llaves Black & Decker Modelo 135,Producto de alta calidad de la marca Black & Decker para uso en herramientas manuales,Black & Decker,Herramientas Manuales,Llaves,Kg,4947.31,4420.35,5397.03
FER-00136,Llaves Makita Modelo 136,Producto de alta calidad de la marca Makita para uso en herramientas manuales,Makita,Herramientas Manuales,Llaves,Saco,4386.61,3817.42,4916.84
FER-00137,Sierras DeWalt Modelo 137,Producto de alta calidad de la marca DeWalt para uso en herramientas eléctricas,DeWalt,Herramientas Eléctricas,Sierras,m2,5471.62,4525.65,6694.9
FER-00138,Sierras Black & Decker Modelo 138,Producto de alta calidad de la marca Black & Decker para uso en herramientas eléctricas,Black & Decker,Herramientas Eléctricas,Sierras,m3,7721.76,6125.72,9440.62
FER-00139,Martillos Bosch Modelo 139,Producto de alta calidad de la marca Bosch para uso en herramientas manuales,Bosch,Herramientas Manuales,Martillos,m2,1033.06,878.55,1227.12
FER-00140,Llaves Stanley Modelo 140,Producto de alta calidad de la marca Stanley para uso en herramientas manuales,Stanley,Herramientas Manuales,Llaves,Kg,414.73,317.72,494.73
FER-00141,Llaves Stanley Modelo 141,Producto de alta calidad de la marca Stanley para uso en herramientas manuales,Stanley,Herramientas Manuales,Llaves,Metro,3707.09,2979.6,4318.45
FER-00142,Taladros Makita Modelo 142,Producto de alta calidad de la marca Makita para uso en herramientas eléctricas,Makita,Herramientas Eléctricas,Taladros,Galón,3844.79,2928.82,4657.34
FER-00143,Amoladoras Bosch Modelo 143,Producto de alta calidad de la marca Bosch para uso en herramientas eléctricas,Bosch,Herramientas Eléctricas,Amoladoras,Pieza,2585.28,2086.48,2839.64
FER-00144,Taladros Bosch Modelo 144,Producto de alta calidad de la marca Bosch para uso en herramientas eléctricas,Bosch,Herramientas Eléctricas,Taladros,m2,5825.86,5045.49,6950.96
FER-00145,Taladros Bosch Modelo 145,Producto de alta calidad de la marca Bosch para uso en herramientas eléctricas,Bosch,Herramientas Eléctricas,Taladros,Litro,6522.43,5740.87,7812.67
FER-00146,Bisagras Black & Decker Modelo 146,Producto de alta calidad de la marca Black & Decker para uso en ferretería,Black & Decker,Ferretería,Bisagras,Metro,2408.82,2087.41,2910.45
FER-00147,Clavos Makita Modelo 147,Producto de alta calidad de la marca Makita para uso en ferretería,Makita,Ferretería,Clavos,Litro,3992.92,3122.21,4467.13
FER-00148,Taladros DeWalt Modelo 148,Producto de alta calidad de la marca DeWalt para uso en herramientas eléctricas,DeWalt,Herramientas Eléctricas,Taladros,Barra,747.04,619.94,908.22
FER-00149,Desarmadores Stanley Modelo 149,Producto de alta calidad de la marca Stanley para uso en herramientas manuales,Stanley,Herramientas Manuales,Desarmadores,m3,5869.54,4639.39,6661.16
FER-00150,Llaves Black & Decker Modelo 150,Producto de alta calidad de la marca Black & Decker para uso en herramientas manuales,Black & Decker,Herramientas Manuales,Llaves,m3,6235.99,5397.17,6571.53
FER-00151,Taladros Black & Decker Modelo 151,Producto de alta calidad de la marca Black & Decker para uso en herramientas eléctricas,Black & Decker,Herramientas Eléctricas,Taladros,Pieza,7917.29,6945.15,9115.89
FER-00152,Llaves DeWalt Modelo 152,Producto de alta calidad de la marca DeWalt para uso en herramientas manuales,DeWalt,Herramientas Manuales,Llaves,Kg,7970.02,6672.22,8388.19
FER-00153,Llaves Makita Modelo 153,Producto de alta calidad de la marca Makita para uso en herramientas manuales,Makita,Herramientas Manuales,Llaves,Caja,3266.31,2873.42,3467.96
