codigo,producto,descripcion,marca,categoria,subcategoria,unidad_medida,precio,precio_mayoreo,precio_menudeo
MAP-000015,Grava Ternium Serie 15,"Producto industrial Ternium especializado en agregados, modelo avanzado con características premium para uso profesional",Ternium,Agregados,Grava,Litro,5818.73,4940.29,6332.62
FER-000016,Bisagras Bosch Serie 16,"Producto industrial Bosch especializado en ferretería, modelo avanzado con características premium para uso profesional",Bosch,Ferretería,Bisagras,m2,8284.81,5950.77,10049.01
FLP-000016,Columnas Nucor Serie 16,"Producto industrial Nucor especializado en acero estructural, modelo avanzado con características premium para uso profesional",Nucor,Acero Estructural,Columnas,Galón,8695.34,6460.11,10857.52
MAP-000016,Varillas Cruz Azul Serie 16,"Producto industrial Cruz Azul especializado en materiales básicos, modelo avanzado con características premium para uso profesional",Cruz Azul,Materiales Básicos,Varillas,Litro,12411.84,8893.92,13785.11
FER-000017,Llaves Black & Decker Serie 17,"Producto industrial Black & Decker especializado en herramientas manuales, modelo avanzado con características premium para uso profesional",Black & Decker,Herramientas Manuales,Llaves,m2,221.33,157.72,275.89
FLP-000017,Acanaladas Ternium Serie 17,"Producto industrial Ternium especializado en láminas, modelo avanzado con características premium para uso profesional",Ternium,Láminas,Acanaladas,Metro,10386.16,7825.89,12627.61
MAP-000017,Grava Holcim Serie 17,"Producto industrial Holcim especializado en agregados, modelo avanzado con características premium para uso profesional",Holcim,Agregados,Grava,Litro,4322.02,3358.1,5213.25
FER-000018,Tornillos Makita Serie 18,"Producto industrial Makita especializado en ferretería, modelo avanzado con características premium para uso profesional",Makita,Ferretería,Tornillos,Barra,11800.62,8567.95,13582.24
FLP-000018,Negras Ternium Serie 18,"Producto industrial Ternium especializado en láminas, modelo avanzado con características premium para uso profesional",Ternium,Láminas,Negras,Saco,11720.56,9503.08,14742.44
MAP-000018,Azulejos DeAcero Serie 18,"Producto industrial DeAcero especializado en acabados, modelo avanzado con características premium para uso profesional",DeAcero,Acabados,Azulejos,Galón,4531.86,3678.29,4895.53
FER-000019,Bisagras Makita Serie 19,"Producto industrial Makita especializado en ferretería, modelo avanzado con características premium para uso profesional",Makita,Ferretería,Bisagras,Galón,6418.19,4853.47,6985.27
FLP-000019,Ángulos AHMSA Serie 19,"Producto industrial AHMSA especializado en acero estructural, modelo avanzado con características premium para uso profesional",AHMSA,Acero Estructural,Ángulos,Caja,13071.0,9717.59,14318.53
MAP-000019,Arena Cruz Azul Serie 19,"Producto industrial Cruz Azul especializado en agregados, modelo avanzado con características premium para uso profesional",Cruz Azul,Agregados,Arena,Pieza,10383.0,8581.39,11250.74
FER-000020,Martillos Makita Serie 20,"Producto industrial Makita especializado en herramientas manuales, modelo avanzado con características premium para uso profesional",Makita,Herramientas Manuales,Martillos,m3,5840.0,5063.72,7283.48
FLP-000020,Negras Altos Hornos Serie 20,"Producto industrial Altos Hornos especializado en láminas, modelo avanzado con características premium para uso profesional",Altos Hornos,Láminas,Negras,Caja,307.56,227.24,376.84
MAP-000020,Pisos Cruz Azul Serie 20,"Producto industrial Cruz Azul especializado en acabados, modelo avanzado con características premium para uso profesional",Cruz Azul,Acabados,Pisos,Kg,2046.98,1621.59,2630.73
FER-000021,Sierras Bosch Serie 21,"Producto industrial Bosch especializado en herramientas eléctricas, modelo avanzado con características premium para uso profesional",Bosch,Herramientas Eléctricas,Sierras,Caja,1756.17,1243.28,2079.22
FLP-000021,Galvanizadas AHMSA Serie 21,"Producto industrial AHMSA especializado en láminas, modelo avanzado con características premium para uso profesional",AHMSA,Láminas,Galvanizadas,Kg,8622.54,7522.5,10752.54
MAP-000021,Grava Holcim Serie 21,"Producto industrial Holcim especializado en agregados, modelo avanzado con características premium para uso profesional",Holcim,Agregados,Grava,Saco,13419.15,9998.53,16565.39
FER-000022,Taladros DeWalt Serie 22,"Producto industrial DeWalt especializado en herramientas eléctricas, modelo avanzado con características premium para uso profesional",DeWalt,Herramientas Eléctricas,Taladros,Litro,8961.87,7737.02,9784.38
FLP-000022,Acanaladas AHMSA Serie 22,"Producto industrial AHMSA especializado en láminas, modelo avanzado con características premium para uso profesional",AHMSA,Láminas,Acanaladas,Kg,9503.61,8056.06,12328.32
MAP-000022,Arena Holcim Serie 22,"Producto industrial Holcim especializado en agregados, modelo avanzado con características premium para uso profesional",Holcim,Agregados,Arena,Metro,13256.06,11205.54,17017.25
FER-000023,Bisagras DeWalt Serie 23,"Producto industrial DeWalt especializado en ferretería, modelo avanzado con características premium para uso profesional",DeWalt,Ferretería,Bisagras,Pieza,2369.5,1883.13,2970.21
FLP-000023,Acanaladas Nucor Serie 23,"Producto industrial Nucor especializado en láminas, modelo avanzado con características premium para uso profesional",Nucor,Láminas,Acanaladas,Metro,6343.81,4596.04,6926.02
MAP-000023,Grava Ternium Serie 23,"Producto industrial Ternium especializado en agregados, modelo avanzado con características premium para uso profesional",Ternium,Agregados,Grava,Caja,13847.49,11738.19,16924.68
FER-000024,Martillos Black & Decker Serie 24,"Producto industrial Black & Decker especializado en herramientas manuales, modelo avanzado con características premium para uso profesional",Black & Decker,Herramientas Manuales,Martillos,Barra,5730.64,4998.72,7040.12
FLP-000024,PTR AHMSA Serie 24,"Producto industrial AHMSA especializado en perfiles, modelo avanzado con características premium para uso profesional",AHMSA,Perfiles,PTR,Barra,12390.02,9519.99,13685.77
MAP-000024,Cementos Ternium Serie 24,"Producto industrial Ternium especializado en materiales básicos, modelo avanzado con características premium para uso profesional",Ternium,Materiales Básicos,Cementos,m2,11335.91,8458.91,14244.85
FER-000025,Taladros Black & Decker Serie 25,"Producto industrial Black & Decker especializado en herramientas eléctricas, modelo avanzado con características premium para uso profesional",Black & Decker,Herramientas Eléctricas,Taladros,m3,10040.66,7626.02,11786.98
FLP-000025,Galvanizadas AHMSA Serie 25,"Producto industrial AHMSA especializado en láminas, modelo avanzado con características premium para uso profesional",AHMSA,Láminas,Galvanizadas,Litro,3944.51,3146.67,4634.44
MAP-000025,Arena Ternium Serie 25,"Producto industrial Ternium especializado en agregados, modelo avanzado con características premium para uso profesional",Ternium,Agregados,Arena,Saco,10359.48,7950.26,11361.03
FER-000026,Lijadoras Makita Serie 26,"Producto industrial Makita especializado en herramientas eléctricas, modelo avanzado con características premium para uso profesional",Makita,Herramientas Eléctricas,Lijadoras,Caja,919.65,787.42,1007.32
FLP-000026,Negras ArcelorMittal Serie 26,"Producto industrial ArcelorMittal especializado en láminas, modelo avanzado con características premium para uso profesional",ArcelorMittal,Láminas,Negras,Litro,555.71,416.3,614.11
MAP-000026,Azulejos Cruz Azul Serie 26,"Producto industrial Cruz Azul especializado en acabados, modelo avanzado con características premium para uso profesional",Cruz Azul,Acabados,Azulejos,Caja,8706.06,7471.33,9781.09
FER-000027,Lijadoras Black & Decker Serie 27,"Producto industrial Black & Decker especializado en herramientas eléctricas, modelo avanzado con características premium para uso profesional",Black & Decker,Herramientas Eléctricas,Lijadoras,Litro,12653.72,9000.77,13831.99
FLP-000027,Columnas Altos Hornos Serie 27,"Producto industrial Altos Hornos especializado en acero estructural, modelo avanzado con características premium para uso profesional",Altos Hornos,Acero Estructural,Columnas,Caja,4787.75,3461.52,5341.41
MAP-000027,Cementos Cemex Serie 27,"Producto industrial Cemex especializado en materiales básicos, modelo avanzado con características premium para uso profesional",Cemex,Materiales Básicos,Cementos,Galón,60.57,48.53,72.67
FER-000028,Tornillos DeWalt Serie 28,"Producto industrial DeWalt especializado en ferretería, modelo avanzado con características premium para uso profesional",DeWalt,Ferretería,Tornillos,m2,10228.69,7512.38,11835.88
FLP-000028,Acanaladas Nucor Serie 28,"Producto industrial Nucor especializado en láminas, modelo avanzado con características premium para uso profesional",Nucor,Láminas,Acanaladas,m2,12988.55,9916.53,16398.41
MAP-000028,Azulejos Cruz Azul Serie 28,"Producto industrial Cruz Azul especializado en acabados, modelo avanzado con características premium para uso profesional",Cruz Azul,Acabados,Azulejos,Kg,67.39,56.79,83.2
FER-000029,Clavos Black & Decker Serie 29,"Producto industrial Black & Decker especializado en ferretería, modelo avanzado con características premium para uso profesional",Black & Decker,Ferretería,Clavos,Metro,8750.08,7473.27,11344.45
FLP-000029,Soleras Ternium Serie 29,"Producto industrial Ternium especializado en perfiles, modelo avanzado con características premium para uso profesional",Ternium,Perfiles,Soleras,Pieza,11866.95,8930.14,13401.37
MAP-000029,Grava Holcim Serie 29,"Producto industrial Holcim especializado en agregados, modelo avanzado con características premium para uso profesional",Holcim,Agregados,Grava,Kg,4388.92,3398.46,5333.69
FER-000030,Bisagras DeWalt Serie 30,"Producto industrial DeWalt especializado en ferretería, modelo avanzado con características premium para uso profesional",DeWalt,Ferretería,Bisagras,Kg,10906.9,8233.33,12503.69
FLP-000030,Columnas Nucor Serie 30,"Producto industrial Nucor especializado en acero estructural, modelo avanzado con características premium para uso profesional",Nucor,Acero Estructural,Columnas,Litro,2992.12,2340.63,3567.49
MAP-000030,Blocks Cruz Azul Serie 30,"Producto industrial Cruz Azul especializado en materiales básicos, modelo avanzado con características premium para uso profesional",Cruz Azul,Materiales Básicos,Blocks,Metro,7494.96,6403.64,9529.4
FER-000031,Martillos DeWalt Serie 31,"Producto industrial DeWalt especializado en herramientas manuales, modelo avanzado con características premium para uso profesional",DeWalt,Herramientas Manuales,Martillos,m3,12067.2,10163.4,13718.35
FLP-000031,Ángulos Nucor Serie 31,"Producto industrial Nucor especializado en acero estructural, modelo avanzado con características premium para uso profesional",Nucor,Acero Estructural,Ángulos,Pieza,2645.5,2205.56,2907.28
MAP-000031,Cementos Cemex Serie 31,"Producto industrial Cemex especializado en materiales básicos, modelo avanzado con características premium para uso profesional",Cemex,Materiales Básicos,Cementos,m3,14985.04,12155.1,18539.66
FER-000032,Bisagras Stanley Serie 32,"Producto industrial Stanley especializado en ferretería, modelo avanzado con características premium para uso profesional",Stanley,Ferretería,Bisagras,Galón,971.8,782.97,1235.32
FLP-000032,PTR Nucor Serie 32,"Producto industrial Nucor especializado en perfiles, modelo avanzado con características premium para uso profesional",Nucor,Perfiles,PTR,m3,11352.89,8103.42,12861.33
MAP-000032,Tepetate DeAcero Serie 32,"Producto industrial DeAcero especializado en agregados, modelo avanzado con características premium para uso profesional",DeAcero,Agregados,Tepetate,Caja,11253.19,8553.29,14041.78
FER-000033,Tornillos Stanley Serie 33,"Producto industrial Stanley especializado en ferretería, modelo avanzado con características premium para uso profesional",Stanley,Ferretería,Tornillos,m3,3097.29,2605.28,3762.44
FLP-000033,Negras Nucor Serie 33,"Producto industrial Nucor especializado en láminas, modelo avanzado con características premium para uso profesional",Nucor,Láminas,Negras,Saco,5467.6,3860.48,6497.08
MAP-000033,Pisos Ternium Serie 33,"Producto industrial Ternium especializado en acabados, modelo avanzado con características premium para uso profesional",Ternium,Acabados,Pisos,Barra,3082.07,2553.77,3529.98
FER-000034,Tornillos Makita Serie 34,"Producto industrial Makita especializado en ferretería, modelo avanzado con características premium para uso profesional",Makita,Ferretería,Tornillos,Metro,2287.87,1799.67,2966.43
FLP-000034,Canales Ternium Serie 34,"Producto industrial Ternium especializado en perfiles, modelo avanzado con características premium para uso profesional",Ternium,Perfiles,Canales,m3,9864.81,8088.93,12657.91
MAP-000034,Tepetate DeAcero Serie 34,"Producto industrial DeAcero especializado en agregados, modelo avanzado con características premium para uso profesional",DeAcero,Agregados,Tepetate,Litro,9045.23,6883.07,9955.2
FER-000035,Martillos Makita Serie 35,"Producto industrial Makita especializado en herramientas manuales, modelo avanzado con características premium para uso profesional",Makita,Herramientas Manuales,Martillos,Caja,6825.55,5169.89,8530.7
FLP-000035,Negras Nucor Serie 35,"Producto industrial Nucor especializado en láminas, modelo avanzado con características premium para uso profesional",Nucor,Láminas,Negras,Galón,785.75,652.88,897.55
MAP-000035,Grava Cruz Azul Serie 35,"Producto industrial Cruz Azul especializado en agregados, modelo avanzado con características premium para uso profesional",Cruz Azul,Agregados,Grava,m2,2242.62,1913.21,2739.39
FER-000036,Taladros Stanley Serie 36,"Producto industrial Stanley especializado en herramientas eléctricas, modelo avanzado con características premium para uso profesional",Stanley,Herramientas Eléctricas,Taladros,Barra,5279.69,4375.7,5959.78
FLP-000036,PTR Nucor Serie 36,"Producto industrial Nucor especializado en perfiles, modelo avanzado con características premium para uso profesional",Nucor,Perfiles,PTR,Kg,13562.71,9744.34,14670.13
MAP-000036,Pisos Cruz Azul Serie 36,"Producto industrial Cruz Azul especializado en acabados, modelo avanzado con características premium para uso profesional",Cruz Azul,Acabados,Pisos,Galón,12184.28,9364.23,14154.11
FER-000037,Martillos Stanley Serie 37,"Producto industrial Stanley especializado en herramientas manuales, modelo avanzado con características premium para uso profesional",Stanley,Herramientas Manuales,Martillos,Kg,10726.66,8263.2,13857.33
FLP-000037,Vigas Altos Hornos Serie 37,"Producto industrial Altos Hornos especializado en acero estructural, modelo avanzado con características premium para uso profesional",Altos Hornos,Acero Estructural,Vigas,m3,14311.35,12043.39,16145.73
MAP-000037,Tepetate Holcim Serie 37,"Producto industrial Holcim especializado en agregados, modelo avanzado con características premium para uso profesional",Holcim,Agregados,Tepetate,Pieza,10576.21,8327.27,12628.37
FER-000038,Clavos Makita Serie 38,"Producto industrial Makita especializado en ferretería, modelo avanzado con características premium para uso profesional",Makita,Ferretería,Clavos,Saco,2178.85,1785.28,2362.42
FLP-000038,Canales Ternium Serie 38,"Producto industrial Ternium especializado en perfiles, modelo avanzado con características premium para uso profesional",Ternium,Perfiles,Canales,Caja,4219.06,3412.67,5457.17
MAP-000038,Pisos Holcim Serie 38,"Producto industrial Holcim especializado en acabados, modelo avanzado con características premium para uso profesional",Holcim,Acabados,Pisos,m2,12423.5,10386.28,15818.04
FER-000039,Desarmadores DeWalt Serie 39,"Producto industrial DeWalt especializado en herramientas manuales, modelo avanzado con características premium para uso profesional",DeWalt,Herramientas Manuales,Desarmadores,Pieza,8720.26,6540.23,9687.13
FLP-000039,Columnas ArcelorMittal Serie 39,"Producto industrial ArcelorMittal especializado en acero estructural, modelo avanzado con características premium para uso profesional",ArcelorMittal,Acero Estructural,Columnas,Saco,5520.67,3903.42,6139.5
MAP-000039,Varillas DeAcero Serie 39,"Producto industrial DeAcero especializado en materiales básicos, modelo avanzado con características premium para uso profesional",DeAcero,Materiales Básicos,Varillas,Barra,2785.43,2013.68,3601.42
FER-000040,Amoladoras DeWalt Serie 40,"Producto industrial DeWalt especializado en herramientas eléctricas, modelo avanzado con características premium para uso profesional",DeWalt,Herramientas Eléctricas,Amoladoras,Caja,6714.04,5647.71,7306.44
FLP-000040,Acanaladas Nucor Serie 40,"Producto industrial Nucor especializado en láminas, modelo avanzado con características premium para uso profesional",Nucor,Láminas,Acanaladas,Pieza,11193.17,9822.73,14279.4
MAP-000040,Arena Cemex Serie 40,"Producto industrial Cemex especializado en agregados, modelo avanzado con características premium para uso profesional",Cemex,Agregados,Arena,Kg,966.24,759.45,1223.11
FER-000041,Clavos Black & Decker Serie 41,"Producto industrial Black & Decker especializado en ferretería, modelo avanzado con características premium para uso profesional",Black & Decker,Ferretería,Clavos,Kg,7448.47,5647.52,8826.02
FLP-000041,Ángulos AHMSA Serie 41,"Producto industrial AHMSA especializado en acero estructural, modelo avanzado con características premium para uso profesional",AHMSA,Acero Estructural,Ángulos,Metro,13690.36,10402.87,16669.57
MAP-000041,Blocks Ternium Serie 41,"Producto industrial Ternium especializado en materiales básicos, modelo avanzado con características premium para uso profesional",Ternium,Materiales Básicos,Blocks,Caja,11233.63,8198.9,13054.56
FER-000042,Clavos Stanley Serie 42,"Producto industrial Stanley especializado en ferretería, modelo avanzado con características premium para uso profesional",Stanley,Ferretería,Clavos,Metro,10441.51,8292.49,13378.36
FLP-000042,Acanaladas Ternium Serie 42,"Producto industrial Ternium especializado en láminas, modelo avanzado con características premium para uso profesional",Ternium,Láminas,Acanaladas,Pieza,8149.1,6426.83,9394.5
MAP-000042,Varillas Cruz Azul Serie 42,"Producto industrial Cruz Azul especializado en materiales básicos, modelo avanzado con características premium para uso profesional",Cruz Azul,Materiales Básicos,Varillas,Saco,382.33,318.82,412.97
FER-000043,Taladros Bosch Serie 43,"Producto industrial Bosch especializado en herramientas eléctricas, modelo avanzado con características premium para uso profesional",Bosch,Herramientas Eléctricas,Taladros,Galón,13690.82,10957.79,16764.23
FLP-000043,Ángulos Ternium Serie 43,"Producto industrial Ternium especializado en acero estructural, modelo avanzado con características premium para uso profesional",Ternium,Acero Estructural,Ángulos,Barra,8484.39,6194.1,10068.96
MAP-000043,Cementos DeAcero Serie 43,"Producto industrial DeAcero especializado en materiales básicos, modelo avanzado con características premium para uso profesional",DeAcero,Materiales Básicos,Cementos,Kg,7354.64,6013.07,7947.68
FER-000044,Taladros Bosch Serie 44,"Producto industrial Bosch especializado en herramientas eléctricas, modelo avanzado con características premium para uso profesional",Bosch,Herramientas Eléctricas,Taladros,Galón,6417.94,5094.66,7837.66
FLP-000044,Canales AHMSA Serie 44,"Producto industrial AHMSA especializado en perfiles, modelo avanzado con características premium para uso profesional",AHMSA,Perfiles,Canales,m2,261.18,219.82,287.38
MAP-000044,Arena Cruz Azul Serie 44,"Producto industrial Cruz Azul especializado en agregados, modelo avanzado con características premium para uso profesional",Cruz Azul,Agregados,Arena,m2,8367.25,5974.85,9511.19
FER-000045,Lijadoras Bosch Serie 45,"Producto industrial Bosch especializado en herramientas eléctricas, modelo avanzado con características premium para uso profesional",Bosch,Herramientas Eléctricas,Lijadoras,Metro,9374.31,7905.25,11327.66
FLP-000045,Vigas ArcelorMittal Serie 45,"Producto industrial ArcelorMittal especializado en acero estructural, modelo avanzado con características premium para uso profesional",ArcelorMittal,Acero Estructural,Vigas,m2,12999.59,10111.53,14956.81
MAP-000045,Blocks Holcim Serie 45,"Producto industrial Holcim especializado en materiales básicos, modelo avanzado con características premium para uso profesional",Holcim,Materiales Básicos,Blocks,Barra,14347.23,10755.17,18062.81
FER-000046,Martillos Makita Serie 46,"Producto industrial Makita especializado en herramientas manuales, modelo avanzado con características premium para uso profesional",Makita,Herramientas Manuales,Martillos,Kg,9282.87,7345.43,11440.77
FLP-000046,Galvanizadas Ternium Serie 46,"Producto industrial Ternium especializado en láminas, modelo avanzado con características premium para uso profesional",Ternium,Láminas,Galvanizadas,Caja,465.11,386.27,592.28
MAP-000046,Grava Cruz Azul Serie 46,"Producto industrial Cruz Azul especializado en agregados, modelo avanzado con características premium para uso profesional",Cruz Azul,Agregados,Grava,Barra,3345.16,2684.65,3616.86
FER-000047,Taladros Black & Decker Serie 47,"Producto industrial Black & Decker especializado en herramientas eléctricas, modelo avanzado con características premium para uso profesional",Black & Decker,Herramientas Eléctricas,Taladros,Kg,5873.56,4453.42,7496.73
FLP-000047,Columnas Ternium Serie 47,"Producto industrial Ternium especializado en acero estructural, modelo avanzado con características premium para uso profesional",Ternium,Acero Estructural,Columnas,Galón,3852.55,2970.89,4402.26
MAP-000047,Pisos Cruz Azul Serie 47,"Producto industrial Cruz Azul especializado en acabados, modelo avanzado con características premium para uso profesional",Cruz Azul,Acabados,Pisos,m3,4583.66,3862.25,5451.1
