codigo,producto,descripcion,marca,categoria,subcategoria,unidad_medida,precio,precio_mayoreo,precio_menudeo
MAP-00044,Tepetate DeAcero Modelo 44,Producto de alta calidad de la marca DeAcero para uso en agregados,DeAcero,Agregados,Tepetate,Metro,513.11,437.2,603.32
MAP-00045,Pisos Cruz Azul Modelo 45,Producto de alta calidad de la marca Cruz Azul para uso en acabados,Cruz Azul,Acabados,Pisos,Kg,967.09,781.49,1205.01
MAP-00046,Blocks DeAcero Modelo 46,Producto de alta calidad de la marca DeAcero para uso en materiales básicos,DeAcero,Materiales Básicos,Blocks,Caja,2919.16,2480.26,3098.03
MAP-00047,Pisos Ternium Modelo 47,Producto de alta calidad de la marca Ternium para uso en acabados,Ternium,Acabados,Pisos,Metro,5786.35,5051.09,6319.8
MAP-00048,Azulejos Cemex Modelo 48,Producto de alta calidad de la marca Cemex para uso en acabados,Cemex,Acabados,Azulejos,Galón,251.78,211.09,295.18
MAP-00049,Arena Holcim Modelo 49,Producto de alta calidad de la marca Holcim para uso en agregados,Holcim,Agregados,Arena,m3,900.52,747.28,1120.98
MAP-00050,Tepetate Cruz Azul Modelo 50,Producto de alta calidad de la marca Cruz Azul para uso en agregados,Cruz Azul,Agregados,Tepetate,Pieza,6285.04,5301.8,7167.8
MAP-00051,Varillas Cemex Modelo 51,Producto de alta calidad de la marca Cemex para uso en materiales básicos,Cemex,Materiales Básicos,Varillas,Metro,1771.25,1445.08,2146.07
MAP-00052,Varillas DeAcero Modelo 52,Producto de alta calidad de la marca DeAcero para uso en materiales básicos,DeAcero,Materiales Básicos,Varillas,Kg,1835.8,1498.01,2114.29
MAP-00053,Pisos Cruz Azul Modelo 53,Producto de alta calidad de la marca Cruz Azul para uso en acabados,Cruz Azul,Acabados,Pisos,Kg,7533.44,5664.14,8813.6
MAP-00054,Pisos DeAcero Modelo 54,Producto de alta calidad de la marca DeAcero para uso en acabados,DeAcero,Acabados,Pisos,Kg,711.51,603.08,846.65
MAP-00055,Pintura Cemex Modelo 55,Producto de alta calidad de la marca Cemex para uso en acabados,Cemex,Acabados,Pintura,Galón,6025.46,4700.49,6450.17
MAP-00056,Grava Holcim Modelo 56,Producto de alta calidad de la marca Holcim para uso en agregados,Holcim,Agregados,Grava,Pieza,4966.3,4420.93,5493.09
MAP-00057,Pisos Ternium Modelo 57,Producto de alta calidad de la marca Ternium para uso en acabados,Ternium,Acabados,Pisos,Kg,6364.9,5097.47,7919.93
MAP-00058,Varillas DeAcero Modelo 58,Producto de alta calidad de la marca DeAcero para uso en materiales básicos,DeAcero,Materiales Básicos,Varillas,Pieza,54.68,44.83,62.15
MAP-00059,Tepetate Cruz Azul Modelo 59,Producto de alta calidad de la marca Cruz Azul para uso en agregados,Cruz Azul,Agregados,Tepetate,Litro,4501.4,3922.7,4910.44
MAP-00060,Blocks Holcim Modelo 60,Producto de alta calidad de la marca Holcim para uso en materiales básicos,Holcim,Materiales Básicos,Blocks,m2,876.36,707.14,1005.33
MAP-00061,Blocks Cemex Modelo 61,Producto de alta calidad de la marca Cemex para uso en materiales básicos,Cemex,Materiales Básicos,Blocks,Litro,3760.16,3054.78,4539.6
MAP-00062,Cementos Cruz Azul Modelo 62,Producto de alta calidad de la marca Cruz Azul para uso en materiales básicos,Cruz Azul,Materiales Básicos,Cementos,Galón,3342.3,2999.0,3557.87
MAP-00063,Azulejos Cruz Azul Modelo 63,Producto de alta calidad de la marca Cruz Azul para uso en acabados,Cruz Azul,Acabados,Azulejos,m3,2255.92,2021.66,2416.21
MAP-00064,Pintura Cemex Modelo 64,Producto de alta calidad de la marca Cemex para uso en acabados,Cemex,Acabados,Pintura,Litro,549.55,444.49,674.25
MAP-00065,Varillas DeAcero Modelo 65,Producto de alta calidad de la marca DeAcero para uso en materiales básicos,DeAcero,Materiales Básicos,Varillas,Saco,3822.54,3367.86,4018.07
MAP-00066,Pisos DeAcero Modelo 66,Producto de alta calidad de la marca DeAcero para uso en acabados,DeAcero,Acabados,Pisos,Pieza,2004.88,1548.89,2171.75
MAP-00067,Blocks Cemex Modelo 67,Producto de alta calidad de la marca Cemex para uso en materiales básicos,Cemex,Materiales Básicos,Blocks,Galón,5646.92,4550.91,6665.58
MAP-00068,Varillas Holcim Modelo 68,Producto de alta calidad de la marca Holcim para uso en materiales básicos,Holcim,Materiales Básicos,Varillas,m3,3010.94,2400.51,3244.81
MAP-00069,Arena Cemex Modelo 69,Producto de alta calidad de la marca Cemex para uso en agregados,Cemex,Agregados,Arena,Kg,3733.01,2825.99,4619.23
MAP-00070,Grava Cemex Modelo 70,Producto de alta calidad de la marca Cemex para uso en agregados,Cemex,Agregados,Grava,m2,985.66,771.37,1118.17
MAP-00071,Blocks Holcim Modelo 71,Producto de alta calidad de la marca Holcim para uso en materiales básicos,Holcim,Materiales Básicos,Blocks,Metro,4780.1,3863.81,5088.16
MAP-00072,Grava Ternium Modelo 72,Producto de alta calidad de la marca Ternium para uso en agregados,Ternium,Agregados,Grava,Kg,4738.05,3809.3,5414.35
MAP-00073,Blocks DeAcero Modelo 73,Producto de alta calidad de la marca DeAcero para uso en materiales básicos,DeAcero,Materiales Básicos,Blocks,m2,1635.3,1378.25,1992.74
MAP-00074,Cementos Cemex Modelo 74,Producto de alta calidad de la marca Cemex para uso en materiales básicos,Cemex,Materiales Básicos,Cementos,Saco,3623.17,3116.27,4120.86
MAP-00075,Varillas DeAcero Modelo 75,Producto de alta calidad de la marca DeAcero para uso en materiales básicos,DeAcero,Materiales Básicos,Varillas,Metro,166.8,139.3,194.57
MAP-00076,Arena DeAcero Modelo 76,Producto de alta calidad de la marca DeAcero para uso en agregados,DeAcero,Agregados,Arena,Caja,737.54,625.9,905.81
MAP-00077,Pintura DeAcero Modelo 77,Producto de alta calidad de la marca DeAcero para uso en acabados,DeAcero,Acabados,Pintura,Metro,6974.85,6005.29,7797.73
MAP-00078,Cementos Cemex Modelo 78,Producto de alta calidad de la marca Cemex para uso en materiales básicos,Cemex,Materiales Básicos,Cementos,Litro,5858.34,5223.97,7249.27
MAP-00079,Grava Ternium Modelo 79,Producto de alta calidad de la marca Ternium para uso en agregados,Ternium,Agregados,Grava,Kg,7920.81,6736.99,8820.07
MAP-00080,Varillas Cruz Azul Modelo 80,Producto de alta calidad de la marca Cruz Azul para uso en materiales básicos,Cruz Azul,Materiales Básicos,Varillas,Galón,3250.3,2553.97,3424.53
MAP-00081,Pintura Ternium Modelo 81,Producto de alta calidad de la marca Ternium para uso en acabados,Ternium,Acabados,Pintura,Barra,4497.58,3948.54,5074.06
MAP-00082,Grava DeAcero Modelo 82,Producto de alta calidad de la marca DeAcero para uso en agregados,DeAcero,Agregados,Grava,Galón,905.77,791.64,1095.85
MAP-00083,Pintura Ternium Modelo 83,Producto de alta calidad de la marca Ternium para uso en acabados,Ternium,Acabados,Pintura,Caja,5090.63,4491.89,5348.55
MAP-00084,Varillas Cruz Azul Modelo 84,Producto de alta calidad de la marca Cruz Azul para uso en materiales básicos,Cruz Azul,Materiales Básicos,Varillas,Saco,2917.04,2618.87,3414.66
MAP-00085,Varillas Holcim Modelo 85,Producto de alta calidad de la marca Holcim para uso en materiales básicos,Holcim,Materiales Básicos,Varillas,m3,4750.04,3754.42,5466.97
MAP-00086,Pisos Cemex Modelo 86,Producto de alta calidad de la marca Cemex para uso en acabados,Cemex,Acabados,Pisos,Litro,7478.12,6425.72,8266.46
MAP-00087,Varillas DeAcero Modelo 87,Producto de alta calidad de la marca DeAcero para uso en materiales básicos,DeAcero,Materiales Básicos,Varillas,Kg,1417.28,1202.81,1526.39
MAP-00088,Blocks Cruz Azul Modelo 88,Producto de alta calidad de la marca Cruz Azul para uso en materiales básicos,Cruz Azul,Materiales Básicos,Blocks,Kg,7511.44,5829.23,8145.53
MAP-00089,Tepetate Cemex Modelo 89,Producto de alta calidad de la marca Cemex para uso en agregados,Cemex,Agregados,Tepetate,Barra,7646.04,6129.2,8148.52
MAP-00090,Pisos Cruz Azul Modelo 90,Producto de alta calidad de la marca Cruz Azul para uso en acabados,Cruz Azul,Acabados,Pisos,Barra,1554.8,1296.96,1707.28
MAP-00091,Grava Ternium Modelo 91,Producto de alta calidad de la marca Ternium para uso en agregados,Ternium,Agregados,Grava,Metro,2449.65,2083.48,3038.02
MAP-00092,Varillas Cemex Modelo 92,Producto de alta calidad de la marca Cemex para uso en materiales básicos,Cemex,Materiales Básicos,Varillas,m2,1535.32,1170.03,1725.81
MAP-00093,Blocks Ternium Modelo 93,Producto de alta calidad de la marca Ternium para uso en materiales básicos,Ternium,Materiales Básicos,Blocks,Pieza,6645.37,5737.86,6989.2
MAP-00094,Azulejos Holcim Modelo 94,Producto de alta calidad de la marca Holcim para uso en acabados,Holcim,Acabados,Azulejos,Saco,2680.83,2350.75,3162.8
MAP-00095,Pintura Holcim Modelo 95,Producto de alta calidad de la marca Holcim para uso en acabados,Holcim,Acabados,Pintura,Metro,5910.62,5031.95,6951.36
MAP-00096,Pisos Ternium Modelo 96,Producto de alta calidad de la marca Ternium para uso en acabados,Ternium,Acabados,Pisos,Caja,1002.18,829.42,1057.67
MAP-00097,Pintura Holcim Modelo 97,Producto de alta calidad de la marca Holcim para uso en acabados,Holcim,Acabados,Pintura,Saco,5718.61,4870.74,6542.46
MAP-00098,Varillas Ternium Modelo 98,Producto de alta calidad de la marca Ternium para uso en materiales básicos,Ternium,Materiales Básicos,Varillas,Caja,7604.73,6596.17,8167.03
MAP-00099,Grava DeAcero Modelo 99,Producto de alta calidad de la marca DeAcero para uso en agregados,DeAcero,Agregados,Grava,Galón,1914.42,1701.46,2215.31
MAP-00100,Blocks Cemex Modelo 100,Producto de alta calidad de la marca Cemex para uso en materiales básicos,Cemex,Materiales Básicos,Blocks,Barra,5506.02,4677.97,6525.54
MAP-00101,Pintura Cemex Modelo 101,Producto de alta calidad de la marca Cemex para uso en acabados,Cemex,Acabados,Pintura,Galón,6574.19,5476.56,7498.29
MAP-00102,Blocks Cemex Modelo 102,Producto de alta calidad de la marca Cemex para uso en materiales básicos,Cemex,Materiales Básicos,Blocks,Saco,1509.59,1337.09,1875.22
MAP-00103,Grava Ternium Modelo 103,Producto de alta calidad de la marca Ternium para uso en agregados,Ternium,Agregados,Grava,Metro,574.96,440.55,665.9
MAP-00104,Blocks Cruz Azul Modelo 104,Producto de alta calidad de la marca Cruz Azul para uso en materiales básicos,Cruz Azul,Materiales Básicos,Blocks,Metro,4530.09,3930.0,5337.29
MAP-00105,Blocks Ternium Modelo 105,Producto de alta calidad de la marca Ternium para uso en materiales básicos,Ternium,Materiales Básicos,Blocks,m3,1463.0,1258.01,1762.86
MAP-00106,Cementos DeAcero Modelo 106,Producto de alta calidad de la marca DeAcero para uso en materiales básicos,DeAcero,Materiales Básicos,Cementos,m3,1103.77,932.74,1172.55
MAP-00107,Cementos Holcim Modelo 107,Producto de alta calidad de la marca Holcim para uso en materiales básicos,Holcim,Materiales Básicos,Cementos,m2,394.46,300.65,486.49
MAP-00108,Tepetate DeAcero Modelo 108,Producto de alta calidad de la marca DeAcero para uso en agregados,DeAcero,Agregados,Tepetate,Galón,606.99,456.08,644.13
MAP-00109,Azulejos Holcim Modelo 109,Producto de alta calidad de la marca Holcim para uso en acabados,Holcim,Acabados,Azulejos,Metro,2967.36,2388.88,3224.67
MAP-00110,Cementos Cemex Modelo 110,Producto de alta calidad de la marca Cemex para uso en materiales básicos,Cemex,Materiales Básicos,Cementos,Metro,6869.97,5251.01,7331.57
MAP-00111,Arena Cemex Modelo 111,Producto de alta calidad de la marca Cemex para uso en agregados,Cemex,Agregados,Arena,m2,4941.82,4359.88,5767.49
MAP-00112,Pintura Ternium Modelo 112,Producto de alta calidad de la marca Ternium para uso en acabados,Ternium,Acabados,Pintura,Barra,5171.16,4104.47,6190.22
MAP-00113,Varillas Cruz Azul Modelo 113,Producto de alta calidad de la marca Cruz Azul para uso en materiales básicos,Cruz Azul,Materiales Básicos,Varillas,m3,3523.87,2997.23,3944.15
MAP-00114,Pintura Cemex Modelo 114,Producto de alta calidad de la marca Cemex para uso en acabados,Cemex,Acabados,Pintura,m3,3588.28,2963.89,4463.8
MAP-00115,Tepetate Cruz Azul Modelo 115,Producto de alta calidad de la marca Cruz Azul para uso en agregados,Cruz Azul,Agregados,Tepetate,m2,4076.23,3552.32,4801.12
MAP-00116,Blocks Ternium Modelo 116,Producto de alta calidad de la marca Ternium para uso en materiales básicos,Ternium,Materiales Básicos,Blocks,Kg,3055.35,2463.35,3544.33
MAP-00117,Azulejos Ternium Modelo 117,Producto de alta calidad de la marca Ternium para uso en acabados,Ternium,Acabados,Azulejos,Barra,2362.66,2125.69,2523.34
MAP-00118,Grava DeAcero Modelo 118,Producto de alta calidad de la marca DeAcero para uso en agregados,DeAcero,Agregados,Grava,Kg,7885.99,6992.23,8498.88
MAP-00119,Arena Holcim Modelo 119,Producto de alta calidad de la marca Holcim para uso en agregados,Holcim,Agregados,Arena,Caja,5235.74,4554.3,6410.78
MAP-00120,Pintura Holcim Modelo 120,Producto de alta calidad de la marca Holcim para uso en acabados,Holcim,Acabados,Pintura,Galón,4223.03,3680.86,5226.74
MAP-00121,Cementos Holcim Modelo 121,Producto de alta calidad de la marca Holcim para uso en materiales básicos,Holcim,Materiales Básicos,Cementos,m3,5876.7,5010.95,6972.94
MAP-00122,Pintura Cruz Azul Modelo 122,Producto de alta calidad de la marca Cruz Azul para uso en acabados,Cruz Azul,Acabados,Pintura,Litro,2052.46,1748.87,2505.94
MAP-00123,Cementos DeAcero Modelo 123,Producto de alta calidad de la marca DeAcero para uso en materiales básicos,DeAcero,Materiales Básicos,Cementos,Pieza,190.9,143.35,225.25
MAP-00124,Grava Cemex Modelo 124,Producto de alta calidad de la marca Cemex para uso en agregados,Cemex,Agregados,Grava,Litro,1417.28,1177.78,1573.93
MAP-00125,Pintura Cemex Modelo 125,Producto de alta calidad de la marca Cemex para uso en acabados,Cemex,Acabados,Pintura,m2,2447.66,1879.81,2988.01
MAP-00126,Azulejos DeAcero Modelo 126,Producto de alta calidad de la marca DeAcero para uso en acabados,DeAcero,Acabados,Azulejos,m2,6737.32,5361.1,7254.24
MAP-00127,Pintura Holcim Modelo 127,Producto de alta calidad de la marca Holcim para uso en acabados,Holcim,Acabados,Pintura,m2,2001.09,1631.61,2364.71
MAP-00128,Pintura Cruz Azul Modelo 128,Producto de alta calidad de la marca Cruz Azul para uso en acabados,Cruz Azul,Acabados,Pintura,Kg,6020.19,4877.15,6359.94
MAP-00129,Pintura Cemex Modelo 129,Producto de alta calidad de la marca Cemex para uso en acabados,Cemex,Acabados,Pintura,Caja,1279.95,1053.34,1403.54
MAP-00130,Pisos Ternium Modelo 130,Producto de alta calidad de la marca Ternium para uso en acabados,Ternium,Acabados,Pisos,Caja,3050.48,2597.38,3532.73
MAP-00131,Pisos Cruz Azul Modelo 131,Producto de alta calidad de la marca Cruz Azul para uso en acabados,Cruz Azul,Acabados,Pisos,Metro,6633.93,5702.19,8187.1
MAP-00132,Pintura DeAcero Modelo 132,Producto de alta calidad de la marca DeAcero para uso en acabados,DeAcero,Acabados,Pintura,Pieza,3719.16,3177.25,4181.1
MAP-00133,Arena Cemex Modelo 133,Producto de alta calidad de la marca Cemex para uso en agregados,Cemex,Agregados,Arena,Litro,921.48,736.17,976.16
MAP-00134,Varillas Holcim Modelo 134,Producto de alta calidad de la marca Holcim para uso en materiales básicos,Holcim,Materiales Básicos,Varillas,Saco,505.93,412.62,617.21
MAP-00135,Pintura DeAcero Modelo 135,Producto de alta calidad de la marca DeAcero para uso en acabados,DeAcero,Acabados,Pintura,Caja,7849.45,6847.58,8880.6
MAP-00136,Azulejos DeAcero Modelo 136,Producto de alta calidad de la marca DeAcero para uso en acabados,DeAcero,Acabados,Azulejos,Kg,1628.82,1460.61,1789.32
MAP-00137,Tepetate Holcim Modelo 137,Producto de alta calidad de la marca Holcim para uso en agregados,Holcim,Agregados,Tepetate,Barra,2087.72,1606.28,2294.51
MAP-00138,Pisos DeAcero Modelo 138,Producto de alta calidad de la marca DeAcero para uso en acabados,DeAcero,Acabados,Pisos,Kg,7805.05,7020.48,8669.16
MAP-00139,Grava Cemex Modelo 139,Producto de alta calidad de la marca Cemex para uso en agregados,Cemex,Agregados,Grava,Pieza,2914.51,2318.14,3428.73
MAP-00140,Cementos Ternium Modelo 140,Producto de alta calidad de la marca Ternium para uso en materiales básicos,Ternium,Materiales Básicos,Cementos,Saco,3782.38,2946.3,4466.98
MAP-00141,Pisos Ternium Modelo 141,Producto de alta calidad de la marca Ternium para uso en acabados,Ternium,Acabados,Pisos,Kg,1790.4,1453.99,2053.11
MAP-00142,Blocks Cemex Modelo 142,Producto de alta calidad de la marca Cemex para uso en materiales básicos,Cemex,Materiales Básicos,Blocks,Galón,2498.54,2222.7,2879.52
MAP-00143,Pintura Cemex Modelo 143,Producto de alta calidad de la marca Cemex para uso en acabados,Cemex,Acabados,Pintura,Barra,886.6,726.42,997.54
MAP-00144,Tepetate Ternium Modelo 144,Producto de alta calidad de la marca Ternium para uso en agregados,Ternium,Agregados,Tepetate,Litro,7301.44,6033.01,8542.05
MAP-00145,Blocks Cruz Azul Modelo 145,Producto de alta calidad de la marca Cruz Azul para uso en materiales básicos,Cruz Azul,Materiales Básicos,Blocks,Litro,4083.23,3392.8,4615.78
MAP-00146,Grava Cruz Azul Modelo 146,Producto de alta calidad de la marca Cruz Azul para uso en agregados,Cruz Azul,Agregados,Grava,Galón,3231.91,2707.25,3658.43
MAP-00147,Pintura Ternium Modelo 147,Producto de alta calidad de la marca Ternium para uso en acabados,Ternium,Acabados,Pintura,Litro,6917.44,5854.23,8620.09
MAP-00148,Cementos DeAcero Modelo 148,Producto de alta calidad de la marca DeAcero para uso en materiales básicos,DeAcero,Materiales Básicos,Cementos,Barra,6911.09,5885.3,8061.51
MAP-00149,Pintura Cruz Azul Modelo 149,Producto de alta calidad de la marca Cruz Azul para uso en acabados,Cruz Azul,Acabados,Pintura,Galón,7980.58,6692.55,9235.39
MAP-00150,Grava Cruz Azul Modelo 150,Producto de alta calidad de la marca Cruz Azul para uso en agregados,Cruz Azul,Agregados,Grava,Metro,5420.88,4545.41,6293.81
MAP-00151,Tepetate DeAcero Modelo 151,Producto de alta calidad de la marca DeAcero para uso en agregados,DeAcero,Agregados,Tepetate,Kg,1964.54,1676.81,2274.32
MAP-00152,Grava Holcim Modelo 152,Producto de alta calidad de la marca Holcim para uso en agregados,Holcim,Agregados,Grava,m2,3303.48,2807.14,4109.38
MAP-00153,Cementos Ternium Modelo 153,Producto de alta calidad de la marca Ternium para uso en materiales básicos,Ternium,Materiales Básicos,Cementos,Pieza,4529.0,3551.02,5536.26
MAP-00154,Varillas Cruz Azul Modelo 154,Producto de alta calidad de la marca Cruz Azul para uso en materiales básicos,Cruz Azul,Materiales Básicos,Varillas,Pieza,6640.61,5100.53,6983.34
MAP-00155,Varillas Ternium Modelo 155,Producto de alta calidad de la marca Ternium para uso en materiales básicos,Ternium,Materiales Básicos,Varillas,Metro,1141.48,1019.4,1204.43
MAP-00156,Varillas Cemex Modelo 156,Producto de alta calidad de la marca Cemex para uso en materiales básicos,Cemex,Materiales Básicos,Varillas,Pieza,1677.15,1301.28,1950.71
MAP-00157,Grava Ternium Modelo 157,Producto de alta calidad de la marca Ternium para uso en agregados,Ternium,Agregados,Grava,Caja,7025.21,5823.01,7732.76
MAP-00158,Tepetate Ternium Modelo 158,Producto de alta calidad de la marca Ternium para uso en agregados,Ternium,Agregados,Tepetate,Litro,5593.17,5025.44,5930.14
MAP-00159,Pintura Holcim Modelo 159,Producto de alta calidad de la marca Holcim para uso en acabados,Holcim,Acabados,Pintura,Saco,4425.49,3592.17,5268.48
MAP-00160,Pisos Holcim Modelo 160,Producto de alta calidad de la marca Holcim para uso en acabados,Holcim,Acabados,Pisos,m2,869.84,765.24,931.82
MAP-00161,Azulejos DeAcero Modelo 161,Producto de alta calidad de la marca DeAcero para uso en acabados,DeAcero,Acabados,Azulejos,m3,6508.19,5136.55,7823.71
MAP-00162,Varillas Holcim Modelo 162,Producto de alta calidad de la marca Holcim para uso en materiales básicos,Holcim,Materiales Básicos,Varillas,Barra,1578.48,1262.8,1857.51
MAP-00163,Grava Ternium Modelo 163,Producto de alta calidad de la marca Ternium para uso en agregados,Ternium,Agregados,Grava,Metro,7784.63,5843.5,8493.51
MAP-00164,Tepetate Cemex Modelo 164,Producto de alta calidad de la marca Cemex para uso en agregados,Cemex,Agregados,Tepetate,Caja,6378.4,4878.9,7823.36
