codigo,producto,descripcion,marca,categoria,subcategoria,unidad_medida,precio,precio_mayoreo,precio_menudeo
FLP-00100,Vigas AHMSA Modelo 100,Producto de alta calidad de la marca AHMSA para uso en acero estructural,AHMSA,Acero Estructural,Vigas,Metro,3190.36,2857.65,3534.54
FLP-00101,Vigas Altos Hornos Modelo 101,Producto de alta calidad de la marca Altos Hornos para uso en acero estructural,Altos Hornos,Acero Estructural,Vigas,Barra,518.65,393.14,548.98
FLP-00102,Columnas ArcelorMittal Modelo 102,Producto de alta calidad de la marca ArcelorMittal para uso en acero estructural,ArcelorMittal,Acero Estructural,Columnas,Litro,1005.29,826.48,1180.22
FLP-00103,Columnas Nucor Modelo 103,Producto de alta calidad de la marca Nucor para uso en acero estructural,Nucor,Acero Estructural,Columnas,Litro,4430.5,3554.19,4986.18
FLP-00104,Columnas ArcelorMittal Modelo 104,Producto de alta calidad de la marca ArcelorMittal para uso en acero estructural,ArcelorMittal,Acero Estructural,Columnas,Saco,5416.66,4138.0,5730.83
FLP-00105,Soleras Altos Hornos Modelo 105,Producto de alta calidad de la marca Altos Hornos para uso en perfiles,Altos Hornos,Perfiles,Soleras,Saco,1148.11,985.49,1238.25
FLP-00106,PTR Ternium Modelo 106,Producto de alta calidad de la marca Ternium para uso en perfiles,Ternium,Perfiles,PTR,Kg,4238.52,3621.14,4838.61
FLP-00107,Vigas Nucor Modelo 107,Producto de alta calidad de la marca Nucor para uso en acero estructural,Nucor,Acero Estructural,Vigas,Kg,3394.62,3047.95,3834.05
FLP-00108,Columnas Ternium Modelo 108,Producto de alta calidad de la marca Ternium para uso en acero estructural,Ternium,Acero Estructural,Columnas,Galón,5344.66,4221.0,6376.1
FLP-00109,Negras ArcelorMittal Modelo 109,Producto de alta calidad de la marca ArcelorMittal para uso en láminas,ArcelorMittal,Láminas,Negras,Galón,4572.81,3539.03,5460.96
FLP-00110,Ángulos ArcelorMittal Modelo 110,Producto de alta calidad de la marca ArcelorMittal para uso en acero estructural,ArcelorMittal,Acero Estructural,Ángulos,Galón,2633.67,2136.77,3099.26
FLP-00111,Columnas Altos Hornos Modelo 111,Producto de alta calidad de la marca Altos Hornos para uso en acero estructural,Altos Hornos,Acero Estructural,Columnas,m3,883.06,706.83,992.01
FLP-00112,Columnas Nucor Modelo 112,Producto de alta calidad de la marca Nucor para uso en acero estructural,Nucor,Acero Estructural,Columnas,Metro,4255.96,3469.47,4840.27
FLP-00113,PTR Altos Hornos Modelo 113,Producto de alta calidad de la marca Altos Hornos para uso en perfiles,Altos Hornos,Perfiles,PTR,Caja,2863.42,2481.85,3335.05
FLP-00114,Vigas AHMSA Modelo 114,Producto de alta calidad de la marca AHMSA para uso en acero estructural,AHMSA,Acero Estructural,Vigas,Pieza,6711.75,5233.43,7658.84
FLP-00115,Canales Ternium Modelo 115,Producto de alta calidad de la marca Ternium para uso en perfiles,Ternium,Perfiles,Canales,Pieza,747.78,614.09,921.1
FLP-00116,Galvanizadas ArcelorMittal Modelo 116,Producto de alta calidad de la marca ArcelorMittal para uso en láminas,ArcelorMittal,Láminas,Galvanizadas,m3,3775.55,3295.66,4406.63
FLP-00117,Vigas ArcelorMittal Modelo 117,Producto de alta calidad de la marca ArcelorMittal para uso en acero estructural,ArcelorMittal,Acero Estructural,Vigas,Saco,4809.36,4093.17,5829.24
FLP-00118,Ángulos Nucor Modelo 118,Producto de alta calidad de la marca Nucor para uso en acero estructural,Nucor,Acero Estructural,Ángulos,Kg,1314.77,1126.68,1458.66
FLP-00119,Acanaladas Nucor Modelo 119,Producto de alta calidad de la marca Nucor para uso en láminas,Nucor,Láminas,Acanaladas,Caja,6157.72,5286.35,7595.58
FLP-00120,Vigas Ternium Modelo 120,Producto de alta calidad de la marca Ternium para uso en acero estructural,Ternium,Acero Estructural,Vigas,m2,6546.32,5635.8,7297.68
FLP-00121,Negras ArcelorMittal Modelo 121,Producto de alta calidad de la marca ArcelorMittal para uso en láminas,ArcelorMittal,Láminas,Negras,Pieza,4045.72,3596.48,4378.74
FLP-00122,Columnas ArcelorMittal Modelo 122,Producto de alta calidad de la marca ArcelorMittal para uso en acero estructural,ArcelorMittal,Acero Estructural,Columnas,m3,6536.73,5055.53,7911.28
FLP-00123,Columnas Ternium Modelo 123,Producto de alta calidad de la marca Ternium para uso en acero estructural,Ternium,Acero Estructural,Columnas,Caja,3332.76,2690.33,3566.09
FLP-00124,Soleras ArcelorMittal Modelo 124,Producto de alta calidad de la marca ArcelorMittal para uso en perfiles,ArcelorMittal,Perfiles,Soleras,Pieza,706.13,592.26,864.14
FLP-00125,Acanaladas Altos Hornos Modelo 125,Producto de alta calidad de la marca Altos Hornos para uso en láminas,Altos Hornos,Láminas,Acanaladas,Kg,2725.29,2076.26,3265.42
FLP-00126,Acanaladas ArcelorMittal Modelo 126,Producto de alta calidad de la marca ArcelorMittal para uso en láminas,ArcelorMittal,Láminas,Acanaladas,Galón,2116.89,1587.71,2487.42
FLP-00127,Canales Altos Hornos Modelo 127,Producto de alta calidad de la marca Altos Hornos para uso en perfiles,Altos Hornos,Perfiles,Canales,Galón,2067.61,1627.17,2230.88
FLP-00128,Soleras ArcelorMittal Modelo 128,Producto de alta calidad de la marca ArcelorMittal para uso en perfiles,ArcelorMittal,Perfiles,Soleras,Kg,3852.33,3297.63,4277.11
FLP-00129,Canales Ternium Modelo 129,Producto de alta calidad de la marca Ternium para uso en perfiles,Ternium,Perfiles,Canales,Litro,2237.05,1677.97,2443.16
FLP-00130,Soleras Ternium Modelo 130,Producto de alta calidad de la marca Ternium para uso en perfiles,Ternium,Perfiles,Soleras,Saco,5465.7,4657.53,6258.73
FLP-00131,Ángulos ArcelorMittal Modelo 131,Producto de alta calidad de la marca ArcelorMittal para uso en acero estructural,ArcelorMittal,Acero Estructural,Ángulos,Kg,6165.15,5299.67,6793.24
FLP-00132,Columnas ArcelorMittal Modelo 132,Producto de alta calidad de la marca ArcelorMittal para uso en acero estructural,ArcelorMittal,Acero Estructural,Columnas,Barra,7148.55,6157.27,7622.38
FLP-00133,Columnas ArcelorMittal Modelo 133,Producto de alta calidad de la marca ArcelorMittal para uso en acero estructural,ArcelorMittal,Acero Estructural,Columnas,Kg,7208.93,6408.99,8512.97
FLP-00134,Acanaladas Altos Hornos Modelo 134,Producto de alta calidad de la marca Altos Hornos para uso en láminas,Altos Hornos,Láminas,Acanaladas,Caja,83.66,63.35,92.01
FLP-00135,Galvanizadas Nucor Modelo 135,Producto de alta calidad de la marca Nucor para uso en láminas,Nucor,Láminas,Galvanizadas,Litro,1560.68,1236.58,1691.54
FLP-00136,Galvanizadas AHMSA Modelo 136,Producto de alta calidad de la marca AHMSA para uso en láminas,AHMSA,Láminas,Galvanizadas,Saco,5761.87,4637.81,6325.01
FLP-00137,Acanaladas Nucor Modelo 137,Producto de alta calidad de la marca Nucor para uso en láminas,Nucor,Láminas,Acanaladas,Pieza,6766.52,5241.38,7988.01
FLP-00138,Ángulos ArcelorMittal Modelo 138,Producto de alta calidad de la marca ArcelorMittal para uso en acero estructural,ArcelorMittal,Acero Estructural,Ángulos,m2,6586.22,5714.85,6945.67
FLP-00139,Negras AHMSA Modelo 139,Producto de alta calidad de la marca AHMSA para uso en láminas,AHMSA,Láminas,Negras,Galón,2598.9,2210.25,2776.16
FLP-00140,Soleras Altos Hornos Modelo 140,Producto de alta calidad de la marca Altos Hornos para uso en perfiles,Altos Hornos,Perfiles,Soleras,Metro,4883.52,3859.93,5443.94
FLP-00141,Columnas AHMSA Modelo 141,Producto de alta calidad de la marca AHMSA para uso en acero estructural,AHMSA,Acero Estructural,Columnas,Saco,1375.26,1064.28,1672.89
FLP-00142,Soleras AHMSA Modelo 142,Producto de alta calidad de la marca AHMSA para uso en perfiles,AHMSA,Perfiles,Soleras,Kg,7499.75,6154.68,8840.79
FLP-00143,Vigas ArcelorMittal Modelo 143,Producto de alta calidad de la marca ArcelorMittal para uso en acero estructural,ArcelorMittal,Acero Estructural,Vigas,Pieza,6635.09,5312.15,7774.57
FLP-00144,Acanaladas AHMSA Modelo 144,Producto de alta calidad de la marca AHMSA para uso en láminas,AHMSA,Láminas,Acanaladas,m3,511.75,404.77,540.67
FLP-00145,Vigas Altos Hornos Modelo 145,Producto de alta calidad de la marca Altos Hornos para uso en acero estructural,Altos Hornos,Acero Estructural,Vigas,Metro,1737.16,1358.89,1975.91
FLP-00146,Soleras Nucor Modelo 146,Producto de alta calidad de la marca Nucor para uso en perfiles,Nucor,Perfiles,Soleras,Metro,2748.69,2229.41,3263.04
FLP-00147,Galvanizadas AHMSA Modelo 147,Producto de alta calidad de la marca AHMSA para uso en láminas,AHMSA,Láminas,Galvanizadas,Galón,3543.82,2902.22,3749.09
FLP-00148,Soleras Nucor Modelo 148,Producto de alta calidad de la marca Nucor para uso en perfiles,Nucor,Perfiles,Soleras,Metro,348.14,284.87,399.14
FLP-00149,Galvanizadas Altos Hornos Modelo 149,Producto de alta calidad de la marca Altos Hornos para uso en láminas,Altos Hornos,Láminas,Galvanizadas,m3,6013.94,5110.09,7016.77
FLP-00150,PTR Ternium Modelo 150,Producto de alta calidad de la marca Ternium para uso en perfiles,Ternium,Perfiles,PTR,Kg,1706.2,1339.0,1851.31
FLP-00151,Ángulos AHMSA Modelo 151,Producto de alta calidad de la marca AHMSA para uso en acero estructural,AHMSA,Acero Estructural,Ángulos,Galón,3434.2,2819.49,4120.21
FLP-00152,Ángulos Altos Hornos Modelo 152,Producto de alta calidad de la marca Altos Hornos para uso en acero estructural,Altos Hornos,Acero Estructural,Ángulos,m2,1140.76,942.24,1301.68
FLP-00153,Columnas Altos Hornos Modelo 153,Producto de alta calidad de la marca Altos Hornos para uso en acero estructural,Altos Hornos,Acero Estructural,Columnas,Galón,7214.52,6207.65,8083.71
FLP-00154,Columnas Ternium Modelo 154,Producto de alta calidad de la marca Ternium para uso en acero estructural,Ternium,Acero Estructural,Columnas,Saco,5130.92,4117.55,6133.32
FLP-00155,Galvanizadas Ternium Modelo 155,Producto de alta calidad de la marca Ternium para uso en láminas,Ternium,Láminas,Galvanizadas,Kg,348.28,294.66,410.12
FLP-00156,Galvanizadas AHMSA Modelo 156,Producto de alta calidad de la marca AHMSA para uso en láminas,AHMSA,Láminas,Galvanizadas,Pieza,6699.99,5452.93,7792.0
