codigo,producto,descripcion,marca,categoria,subcategoria,modelo,unidad_medida,precio,precio_mayoreo,precio_menudeo
DES-TOR-T25,"Desarmador Torx T25 x 4""",Desarmador Torx T25 x 4 pulgadas punta magnética,TRUPER,HERRAMIENTAS,DESARMADORES,DES-TOR-T25,Pieza,55.50,47.17,63.82
JUE-DES-6,Juego Desarmadores 6 piezas,Juego 6 desarmadores Phillips y planos con rack,TRUPER,HERRAMIENTAS,DESARMADORES,JUE-DES-6,Pieza,189.99,161.49,218.49
JUE-DES-12,Juego Desarmadores 12 piezas,"Juego 12 desarmadores Phillips, planos y Torx",TRUPER,HERRAMIENTAS,DESARMADORES,JUE-DES-12,Pieza,325.50,276.68,374.32
JUE-DES-PRE-15,Juego Desarmadores Precisión 15 pzs,Juego 15 desarmadores precisión electrónicos,TRUPER,HERRAMIENTAS,DESARMADORES,JUE-DES-PRE-15,Pieza,145.75,123.89,167.61
LLE-ESP-8,Llave Española 8mm,Llave española 8mm cromo vanadio,TRUPER,HERRAMIENTAS,LLAVES,LLE-ESP-8,Pieza,65.50,55.67,75.32
LLE-ESP-10,Llave Española 10mm,Llave española 10mm cromo vanadio,TRUPER,HERRAMIENTAS,LLAVES,LLE-ESP-10,Pieza,75.00,63.75,86.25
LLE-ESP-12,Llave Española 12mm,Llave española 12mm cromo vanadio,TRUPER,HERRAMIENTAS,LLAVES,LLE-ESP-12,Pieza,85.00,72.25,97.75
LLE-ESP-14,Llave Española 14mm,Llave española 14mm cromo vanadio,TRUPER,HERRAMIENTAS,LLAVES,LLE-ESP-14,Pieza,95.50,81.17,109.82
LLE-ESP-17,Llave Española 17mm,Llave española 17mm cromo vanadio,TRUPER,HERRAMIENTAS,LLAVES,LLE-ESP-17,Pieza,115.75,98.39,133.11
LLE-ESP-19,Llave Española 19mm,Llave española 19mm cromo vanadio,TRUPER,HERRAMIENTAS,LLAVES,LLE-ESP-19,Pieza,135.99,115.59,156.39
LLE-COMB-8,Llave Combinada 8mm,Llave combinada 8mm cromo vanadio,TRUPER,HERRAMIENTAS,LLAVES,LLE-COMB-8,Pieza,75.50,64.17,86.82
LLE-COMB-10,Llave Combinada 10mm,Llave combinada 10mm cromo vanadio,TRUPER,HERRAMIENTAS,LLAVES,LLE-COMB-10,Pieza,85.00,72.25,97.75
LLE-COMB-12,Llave Combinada 12mm,Llave combinada 12mm cromo vanadio,TRUPER,HERRAMIENTAS,LLAVES,LLE-COMB-12,Pieza,95.50,81.17,109.82
LLE-INGLE-8,"Llave Inglesa 8""",Llave inglesa 8 pulgadas mordazas paralelas,TRUPER,HERRAMIENTAS,LLAVES,LLE-INGLE-8,Pieza,125.99,107.09,144.89
LLE-INGLE-10,"Llave Inglesa 10""",Llave inglesa 10 pulgadas mordazas paralelas,TRUPER,HERRAMIENTAS,LLAVES,LLE-INGLE-10,Pieza,145.99,124.09,167.89
LLE-INGLE-12,"Llave Inglesa 12""",Llave inglesa 12 pulgadas mordazas paralelas,TRUPER,HERRAMIENTAS,LLAVES,LLE-INGLE-12,Pieza,185.50,157.67,213.32
JUE-LLE-8,Juego Llaves Españolas 8 pzs,Juego 8 llaves españolas 8-19mm,TRUPER,HERRAMIENTAS,LLAVES,JUE-LLE-8,Pieza,545.99,464.09,627.89
JUE-LLE-12,Juego Llaves Combinadas 12 pzs,Juego 12 llaves combinadas 8-19mm,TRUPER,HERRAMIENTAS,LLAVES,JUE-LLE-12,Pieza,899.99,764.99,1034.99
ALI-UNIV-6,"Alicate Universal 6""",Alicate universal 6 pulgadas mango aislado,TRUPER,HERRAMIENTAS,ALICATES,ALI-UNIV-6,Pieza,95.50,81.17,109.82
ALI-UNIV-8,"Alicate Universal 8""",Alicate universal 8 pulgadas mango aislado,TRUPER,HERRAMIENTAS,ALICATES,ALI-UNIV-8,Pieza,125.75,106.89,144.61
ALI-PUNTA-6,"Alicate Punta 6""",Alicate de punta 6 pulgadas mango aislado,TRUPER,HERRAMIENTAS,ALICATES,ALI-PUNTA-6,Pieza,85.99,73.09,98.89
ALI-PUNTA-8,"Alicate Punta 8""",Alicate de punta 8 pulgadas mango aislado,TRUPER,HERRAMIENTAS,ALICATES,ALI-PUNTA-8,Pieza,125.99,107.09,144.89
ALI-CORTE-6,"Alicate Corte 6""",Alicate de corte diagonal 6 pulgadas,TRUPER,HERRAMIENTAS,ALICATES,ALI-CORTE-6,Pieza,98.50,83.72,113.27
ALI-CORTE-8,"Alicate Corte 8""",Alicate de corte diagonal 8 pulgadas,TRUPER,HERRAMIENTAS,ALICATES,ALI-CORTE-8,Pieza,135.75,115.39,156.11
ALI-PRES-10,"Alicate Presión 10""",Alicate de presión 10 pulgadas mandíbula recta,TRUPER,HERRAMIENTAS,ALICATES,ALI-PRES-10,Pieza,189.00,160.65,217.35
ALI-PRES-12,"Alicate Presión 12""",Alicate de presión 12 pulgadas mandíbula curva,TRUPER,HERRAMIENTAS,ALICATES,ALI-PRES-12,Pieza,225.50,191.67,259.32
ALI-PELO-8,"Alicate Pelacables 8""",Alicate pelacables automático calibres múltiples,TRUPER,HERRAMIENTAS,ALICATES,ALI-PELO-8,Pieza,245.99,209.09,282.89
SIE-ARO-12,"Sierra Arco 12""",Sierra de arco 12 pulgadas marco ajustable,TRUPER,HERRAMIENTAS,SIERRAS,SIE-ARO-12,Pieza,189.99,161.49,218.49
SIE-MAD-20,"Sierra Madera 20""",Sierra para madera 20 pulgadas 7 puntas,TRUPER,HERRAMIENTAS,SIERRAS,SIE-MAD-20,Pieza,165.75,140.89,190.61
SIE-MAD-24,"Sierra Madera 24""",Sierra para madera 24 pulgadas 7 puntas,TRUPER,HERRAMIENTAS,SIERRAS,SIE-MAD-24,Pieza,195.50,166.17,224.82
SER-MET-18,"Serrucho Metal 18""",Serrucho para metal 18 pulgadas 18 TPI,TRUPER,HERRAMIENTAS,SIERRAS,SER-MET-18,Pieza,145.00,123.25,166.75
SIE-INF-6,"Sierra Infinita 6""",Sierra infinita 6 pulgadas para cortes curvos,TRUPER,HERRAMIENTAS,SIERRAS,SIE-INF-6,Pieza,89.99,76.49,103.49
SEG-12,"Segueta 12""",Hoja segueta 12 pulgadas 24 TPI,TRUPER,HERRAMIENTAS,SIERRAS,SEG-12,Pieza,15.50,13.17,17.82
SEG-18,Hoja Sierra Calar Madera,Hoja sierra calar para madera T101B,TRUPER,HERRAMIENTAS,SIERRAS,SEG-18,Pieza,25.75,21.89,29.61
BRO-HSS-1,Broca HSS 1mm,Broca acero rápido HSS 1mm,TRUPER,HERRAMIENTAS,TALADROS_BROCAS,BRO-HSS-1,Pieza,12.50,10.62,14.37
BRO-HSS-2,Broca HSS 2mm,Broca acero rápido HSS 2mm,TRUPER,HERRAMIENTAS,TALADROS_BROCAS,BRO-HSS-2,Pieza,15.75,13.39,18.11
BRO-HSS-3,Broca HSS 3mm,Broca acero rápido HSS 3mm,TRUPER,HERRAMIENTAS,TALADROS_BROCAS,BRO-HSS-3,Pieza,18.50,15.72,21.27
BRO-HSS-4,Broca HSS 4mm,Broca acero rápido HSS 4mm,TRUPER,HERRAMIENTAS,TALADROS_BROCAS,BRO-HSS-4,Pieza,22.75,19.34,26.16
BRO-HSS-5,Broca HSS 5mm,Broca acero rápido HSS 5mm,TRUPER,HERRAMIENTAS,TALADROS_BROCAS,BRO-HSS-5,Pieza,25.99,22.09,29.89
BRO-HSS-6,Broca HSS 6mm,Broca acero rápido HSS 6mm,TRUPER,HERRAMIENTAS,TALADROS_BROCAS,BRO-HSS-6,Pieza,28.50,24.22,32.77
BRO-HSS-6.5,Broca HSS 6.5mm,Broca acero rápido HSS 6.5mm,TRUPER,HERRAMIENTAS,TALADROS_BROCAS,BRO-HSS-6.5,Pieza,32.50,27.62,37.38
BRO-HSS-8,Broca HSS 8mm,Broca acero rápido HSS 8mm,TRUPER,HERRAMIENTAS,TALADROS_BROCAS,BRO-HSS-8,Pieza,38.75,32.94,44.56
BRO-HSS-10,Broca HSS 10mm,Broca acero rápido HSS 10mm,TRUPER,HERRAMIENTAS,TALADROS_BROCAS,BRO-HSS-10,Pieza,45.99,39.09,52.89
BRO-CON-6,Broca Concreto 6mm,Broca para concreto 6mm punta carburo,TRUPER,HERRAMIENTAS,TALADROS_BROCAS,BRO-CON-6,Pieza,35.50,30.18,40.82
BRO-CON-8,Broca Concreto 8mm,Broca para concreto 8mm punta carburo,TRUPER,HERRAMIENTAS,TALADROS_BROCAS,BRO-CON-8,Pieza,45.75,38.89,52.61
BRO-CON-10,Broca Concreto 10mm,Broca para concreto 10mm punta carburo,TRUPER,HERRAMIENTAS,TALADROS_BROCAS,BRO-CON-10,Pieza,55.99,47.59,64.39
BRO-MAD-6,Broca Madera 6mm,Broca para madera 6mm punta de centraje,TRUPER,HERRAMIENTAS,TALADROS_BROCAS,BRO-MAD-6,Pieza,22.50,19.12,25.87
BRO-MAD-8,Broca Madera 8mm,Broca para madera 8mm punta de centraje,TRUPER,HERRAMIENTAS,TALADROS_BROCAS,BRO-MAD-8,Pieza,28.75,24.44,33.06
BRO-MAD-10,Broca Madera 10mm,Broca para madera 10mm punta de centraje,TRUPER,HERRAMIENTAS,TALADROS_BROCAS,BRO-MAD-10,Pieza,32.99,28.04,37.94
BRO-MAD-12,Broca Madera 12mm,Broca para madera 12mm punta de centraje,TRUPER,HERRAMIENTAS,TALADROS_BROCAS,BRO-MAD-12,Pieza,38.99,33.14,44.84
JUE-BRO-13,Juego Brocas HSS 13 piezas,Juego 13 brocas HSS 1.5-6.5mm estuche metálico,TRUPER,HERRAMIENTAS,TALADROS_BROCAS,JUE-BRO-13,Pieza,289.99,246.49,333.49
JUE-BRO-19,Juego Brocas HSS 19 piezas,Juego 19 brocas HSS 1-10mm estuche metálico,TRUPER,HERRAMIENTAS,TALADROS_BROCAS,JUE-BRO-19,Pieza,445.50,378.68,512.32
