codigo,producto,descripcion,marca,categoria,subcategoria,unidad_medida,precio,precio_mayoreo,precio_menudeo
MAP-00021,Grava Cemex Modelo 21,Producto de alta calidad de la marca Cemex para uso en agregados,Cemex,Agregados,Grava,Caja,1341.4,1101.42,1414.28
MAP-00022,Cementos DeAcero Modelo 22,Producto de alta calidad de la marca DeAcero para uso en materiales básicos,DeAcero,Materiales Básicos,Cementos,Galón,6004.77,5268.24,6655.75
MAP-00023,Cementos Cruz Azul Modelo 23,Producto de alta calidad de la marca Cruz Azul para uso en materiales básicos,Cruz Azul,Materiales Básicos,Cementos,Kg,831.6,648.33,965.02
MAP-00024,Cementos Holcim Modelo 24,Producto de alta calidad de la marca Holcim para uso en materiales básicos,Holcim,Materiales Básicos,Cementos,Caja,7908.15,5968.91,9844.74
MAP-00025,Grava Cemex Modelo 25,Producto de alta calidad de la marca Cemex para uso en agregados,Cemex,Agregados,Grava,Saco,6062.59,4972.91,6591.38
MAP-00026,Blocks Holcim Modelo 26,Producto de alta calidad de la marca Holcim para uso en materiales básicos,Holcim,Materiales Básicos,Blocks,Galón,1495.41,1171.43,1817.44
MAP-00027,Grava Ternium Modelo 27,Producto de alta calidad de la marca Ternium para uso en agregados,Ternium,Agregados,Grava,Barra,7510.92,6119.52,8794.44
MAP-00028,Arena Cruz Azul Modelo 28,Producto de alta calidad de la marca Cruz Azul para uso en agregados,Cruz Azul,Agregados,Arena,Litro,4579.73,4098.63,5550.35
MAP-00029,Arena DeAcero Modelo 29,Producto de alta calidad de la marca DeAcero para uso en agregados,DeAcero,Agregados,Arena,Galón,106.74,93.02,117.33
MAP-00030,Tepetate Cemex Modelo 30,Producto de alta calidad de la marca Cemex para uso en agregados,Cemex,Agregados,Tepetate,Metro,1963.43,1636.07,2071.5
MAP-00031,Pintura Cemex Modelo 31,Producto de alta calidad de la marca Cemex para uso en acabados,Cemex,Acabados,Pintura,Caja,7220.21,5891.12,7930.48
MAP-00032,Cementos DeAcero Modelo 32,Producto de alta calidad de la marca DeAcero para uso en materiales básicos,DeAcero,Materiales Básicos,Cementos,m2,4880.53,3975.23,5851.23
MAP-00033,Arena Holcim Modelo 33,Producto de alta calidad de la marca Holcim para uso en agregados,Holcim,Agregados,Arena,Galón,1264.25,1092.64,1561.93
MAP-00034,Pisos DeAcero Modelo 34,Producto de alta calidad de la marca DeAcero para uso en acabados,DeAcero,Acabados,Pisos,Caja,3995.63,3381.16,4661.34
MAP-00035,Blocks Ternium Modelo 35,Producto de alta calidad de la marca Ternium para uso en materiales básicos,Ternium,Materiales Básicos,Blocks,m2,4662.6,4127.42,5331.72
MAP-00036,Pintura Cemex Modelo 36,Producto de alta calidad de la marca Cemex para uso en acabados,Cemex,Acabados,Pintura,m3,2726.25,2397.51,3081.95
MAP-00037,Azulejos Ternium Modelo 37,Producto de alta calidad de la marca Ternium para uso en acabados,Ternium,Acabados,Azulejos,m3,4887.91,4297.8,5958.66
MAP-00038,Grava Ternium Modelo 38,Producto de alta calidad de la marca Ternium para uso en agregados,Ternium,Agregados,Grava,Litro,5494.56,4690.95,6811.75
MAP-00039,Pisos Holcim Modelo 39,Producto de alta calidad de la marca Holcim para uso en acabados,Holcim,Acabados,Pisos,Galón,7763.46,5869.35,9530.54
MAP-00040,Azulejos Holcim Modelo 40,Producto de alta calidad de la marca Holcim para uso en acabados,Holcim,Acabados,Azulejos,Pieza,7838.85,6919.83,9443.02
MAP-00041,Pintura Cruz Azul Modelo 41,Producto de alta calidad de la marca Cruz Azul para uso en acabados,Cruz Azul,Acabados,Pintura,m3,2973.75,2329.38,3415.67
MAP-00042,Blocks DeAcero Modelo 42,Producto de alta calidad de la marca DeAcero para uso en materiales básicos,DeAcero,Materiales Básicos,Blocks,Saco,3623.88,3082.22,3992.85
MAP-00043,Pisos Ternium Modelo 43,Producto de alta calidad de la marca Ternium para uso en acabados,Ternium,Acabados,Pisos,Metro,7819.64,5921.91,9169.6
MAP-00044,Azulejos DeAcero Modelo 44,Producto de alta calidad de la marca DeAcero para uso en acabados,DeAcero,Acabados,Azulejos,m2,4449.0,3419.35,5454.43
MAP-00045,Grava Cemex Modelo 45,Producto de alta calidad de la marca Cemex para uso en agregados,Cemex,Agregados,Grava,Saco,1774.09,1542.07,2059.94
MAP-00046,Azulejos DeAcero Modelo 46,Producto de alta calidad de la marca DeAcero para uso en acabados,DeAcero,Acabados,Azulejos,Kg,2931.5,2499.8,3335.2
MAP-00047,Varillas Ternium Modelo 47,Producto de alta calidad de la marca Ternium para uso en materiales básicos,Ternium,Materiales Básicos,Varillas,Kg,4802.37,3748.96,5846.68
MAP-00048,Cementos Ternium Modelo 48,Producto de alta calidad de la marca Ternium para uso en materiales básicos,Ternium,Materiales Básicos,Cementos,m3,7840.48,6642.02,8946.51
MAP-00049,Grava Cemex Modelo 49,Producto de alta calidad de la marca Cemex para uso en agregados,Cemex,Agregados,Grava,Saco,2009.29,1659.59,2496.47
MAP-00050,Azulejos DeAcero Modelo 50,Producto de alta calidad de la marca DeAcero para uso en acabados,DeAcero,Acabados,Azulejos,Barra,393.63,351.14,447.65
MAP-00051,Azulejos Cemex Modelo 51,Producto de alta calidad de la marca Cemex para uso en acabados,Cemex,Acabados,Azulejos,m2,5094.67,4524.03,5416.41
MAP-00052,Pisos Cruz Azul Modelo 52,Producto de alta calidad de la marca Cruz Azul para uso en acabados,Cruz Azul,Acabados,Pisos,Caja,3673.36,3089.06,4538.32
MAP-00053,Varillas Holcim Modelo 53,Producto de alta calidad de la marca Holcim para uso en materiales básicos,Holcim,Materiales Básicos,Varillas,m3,3057.26,2603.92,3215.46
MAP-00054,Varillas Holcim Modelo 54,Producto de alta calidad de la marca Holcim para uso en materiales básicos,Holcim,Materiales Básicos,Varillas,Litro,950.97,837.03,1087.42
MAP-00055,Blocks Ternium Modelo 55,Producto de alta calidad de la marca Ternium para uso en materiales básicos,Ternium,Materiales Básicos,Blocks,Litro,5861.41,4827.81,6290.63
MAP-00056,Cementos Ternium Modelo 56,Producto de alta calidad de la marca Ternium para uso en materiales básicos,Ternium,Materiales Básicos,Cementos,m3,4377.27,3654.45,4896.91
MAP-00057,Varillas Ternium Modelo 57,Producto de alta calidad de la marca Ternium para uso en materiales básicos,Ternium,Materiales Básicos,Varillas,Saco,7131.55,5687.05,8871.43
MAP-00058,Tepetate Ternium Modelo 58,Producto de alta calidad de la marca Ternium para uso en agregados,Ternium,Agregados,Tepetate,Kg,5317.89,4392.29,6238.53
MAP-00059,Blocks Cemex Modelo 59,Producto de alta calidad de la marca Cemex para uso en materiales básicos,Cemex,Materiales Básicos,Blocks,Saco,6020.79,4572.92,6579.2
MAP-00060,Blocks Cruz Azul Modelo 60,Producto de alta calidad de la marca Cruz Azul para uso en materiales básicos,Cruz Azul,Materiales Básicos,Blocks,Kg,4149.05,3450.9,5006.2
MAP-00061,Grava Ternium Modelo 61,Producto de alta calidad de la marca Ternium para uso en agregados,Ternium,Agregados,Grava,Caja,2251.18,1786.5,2533.77
MAP-00062,Blocks Holcim Modelo 62,Producto de alta calidad de la marca Holcim para uso en materiales básicos,Holcim,Materiales Básicos,Blocks,Metro,7174.65,6338.18,8500.66
MAP-00063,Varillas DeAcero Modelo 63,Producto de alta calidad de la marca DeAcero para uso en materiales básicos,DeAcero,Materiales Básicos,Varillas,Caja,6395.85,5159.95,6916.81
MAP-00064,Cementos Holcim Modelo 64,Producto de alta calidad de la marca Holcim para uso en materiales básicos,Holcim,Materiales Básicos,Cementos,Galón,6121.41,5169.09,7119.15
MAP-00065,Arena Cruz Azul Modelo 65,Producto de alta calidad de la marca Cruz Azul para uso en agregados,Cruz Azul,Agregados,Arena,m2,145.76,118.55,173.52
MAP-00066,Pisos Ternium Modelo 66,Producto de alta calidad de la marca Ternium para uso en acabados,Ternium,Acabados,Pisos,Kg,4775.8,3736.49,5202.26
MAP-00067,Blocks Holcim Modelo 67,Producto de alta calidad de la marca Holcim para uso en materiales básicos,Holcim,Materiales Básicos,Blocks,Litro,2543.63,2195.58,3035.03
MAP-00068,Varillas Cruz Azul Modelo 68,Producto de alta calidad de la marca Cruz Azul para uso en materiales básicos,Cruz Azul,Materiales Básicos,Varillas,Pieza,5626.08,4529.44,6488.5
MAP-00069,Pintura Holcim Modelo 69,Producto de alta calidad de la marca Holcim para uso en acabados,Holcim,Acabados,Pintura,Saco,1856.0,1485.96,2008.0
MAP-00070,Arena Cemex Modelo 70,Producto de alta calidad de la marca Cemex para uso en agregados,Cemex,Agregados,Arena,Litro,2568.44,1940.32,3083.86
MAP-00071,Blocks DeAcero Modelo 71,Producto de alta calidad de la marca DeAcero para uso en materiales básicos,DeAcero,Materiales Básicos,Blocks,Pieza,4280.98,3601.03,5266.73
MAP-00072,Arena Cemex Modelo 72,Producto de alta calidad de la marca Cemex para uso en agregados,Cemex,Agregados,Arena,Metro,565.26,425.33,595.77
MAP-00073,Varillas Cruz Azul Modelo 73,Producto de alta calidad de la marca Cruz Azul para uso en materiales básicos,Cruz Azul,Materiales Básicos,Varillas,Litro,5289.97,4523.44,6584.84
MAP-00074,Blocks DeAcero Modelo 74,Producto de alta calidad de la marca DeAcero para uso en materiales básicos,DeAcero,Materiales Básicos,Blocks,m2,1634.66,1444.69,1902.99
MAP-00075,Grava Holcim Modelo 75,Producto de alta calidad de la marca Holcim para uso en agregados,Holcim,Agregados,Grava,Galón,3267.0,2520.23,3695.1
MAP-00076,Tepetate Cemex Modelo 76,Producto de alta calidad de la marca Cemex para uso en agregados,Cemex,Agregados,Tepetate,Caja,1573.05,1285.02,1914.32
MAP-00077,Varillas Cruz Azul Modelo 77,Producto de alta calidad de la marca Cruz Azul para uso en materiales básicos,Cruz Azul,Materiales Básicos,Varillas,Kg,4218.98,3590.81,4793.35
MAP-00078,Arena Cruz Azul Modelo 78,Producto de alta calidad de la marca Cruz Azul para uso en agregados,Cruz Azul,Agregados,Arena,m2,5182.67,4410.62,5800.22
MAP-00079,Arena Holcim Modelo 79,Producto de alta calidad de la marca Holcim para uso en agregados,Holcim,Agregados,Arena,Kg,114.75,93.13,125.28
MAP-00080,Grava Cruz Azul Modelo 80,Producto de alta calidad de la marca Cruz Azul para uso en agregados,Cruz Azul,Agregados,Grava,Litro,3320.19,2680.73,4047.22
MAP-00081,Varillas Cemex Modelo 81,Producto de alta calidad de la marca Cemex para uso en materiales básicos,Cemex,Materiales Básicos,Varillas,Caja,3040.74,2413.52,3412.37
MAP-00082,Grava Cemex Modelo 82,Producto de alta calidad de la marca Cemex para uso en agregados,Cemex,Agregados,Grava,Caja,789.19,703.19,858.01
MAP-00083,Blocks DeAcero Modelo 83,Producto de alta calidad de la marca DeAcero para uso en materiales básicos,DeAcero,Materiales Básicos,Blocks,Metro,2093.51,1768.45,2437.46
MAP-00084,Pintura DeAcero Modelo 84,Producto de alta calidad de la marca DeAcero para uso en acabados,DeAcero,Acabados,Pintura,Saco,431.33,345.51,512.57
MAP-00085,Pisos Holcim Modelo 85,Producto de alta calidad de la marca Holcim para uso en acabados,Holcim,Acabados,Pisos,Galón,530.68,469.02,616.27
MAP-00086,Blocks Ternium Modelo 86,Producto de alta calidad de la marca Ternium para uso en materiales básicos,Ternium,Materiales Básicos,Blocks,Litro,3325.33,2896.66,4106.02
MAP-00087,Grava DeAcero Modelo 87,Producto de alta calidad de la marca DeAcero para uso en agregados,DeAcero,Agregados,Grava,Barra,1389.29,1136.36,1474.45
MAP-00088,Pisos Holcim Modelo 88,Producto de alta calidad de la marca Holcim para uso en acabados,Holcim,Acabados,Pisos,Metro,395.76,323.04,465.5
MAP-00089,Varillas Holcim Modelo 89,Producto de alta calidad de la marca Holcim para uso en materiales básicos,Holcim,Materiales Básicos,Varillas,m2,2427.42,1895.43,2609.05
MAP-00090,Azulejos Cemex Modelo 90,Producto de alta calidad de la marca Cemex para uso en acabados,Cemex,Acabados,Azulejos,m2,1387.04,1061.33,1665.21
MAP-00091,Pisos Cruz Azul Modelo 91,Producto de alta calidad de la marca Cruz Azul para uso en acabados,Cruz Azul,Acabados,Pisos,Pieza,7533.77,6594.76,8403.28
MAP-00092,Arena Cemex Modelo 92,Producto de alta calidad de la marca Cemex para uso en agregados,Cemex,Agregados,Arena,Caja,1446.38,1186.65,1624.74
MAP-00093,Pisos Holcim Modelo 93,Producto de alta calidad de la marca Holcim para uso en acabados,Holcim,Acabados,Pisos,Litro,2554.23,2267.02,3082.49
MAP-00094,Cementos Ternium Modelo 94,Producto de alta calidad de la marca Ternium para uso en materiales básicos,Ternium,Materiales Básicos,Cementos,Metro,5860.48,4453.48,6640.0
MAP-00095,Cementos Cruz Azul Modelo 95,Producto de alta calidad de la marca Cruz Azul para uso en materiales básicos,Cruz Azul,Materiales Básicos,Cementos,Saco,3428.28,2779.17,3935.83
MAP-00096,Blocks DeAcero Modelo 96,Producto de alta calidad de la marca DeAcero para uso en materiales básicos,DeAcero,Materiales Básicos,Blocks,Saco,7260.47,6178.36,8370.57
MAP-00097,Varillas Ternium Modelo 97,Producto de alta calidad de la marca Ternium para uso en materiales básicos,Ternium,Materiales Básicos,Varillas,Caja,1529.07,1296.34,1756.13
MAP-00098,Pisos Holcim Modelo 98,Producto de alta calidad de la marca Holcim para uso en acabados,Holcim,Acabados,Pisos,m3,1799.19,1528.26,2037.07
MAP-00099,Cementos Cemex Modelo 99,Producto de alta calidad de la marca Cemex para uso en materiales básicos,Cemex,Materiales Básicos,Cementos,Metro,6188.31,5293.91,7222.65
MAP-00100,Grava Cruz Azul Modelo 100,Producto de alta calidad de la marca Cruz Azul para uso en agregados,Cruz Azul,Agregados,Grava,Saco,76.33,63.61,92.2
